Trade Name,Generic/Proper Name(s),Active Ingredient(s),DICT _ Concern,INPUT,SMILES
bromocriptine mesylate,bromocriptine mesylate,bromocriptine mesylate,most,bromocriptine mesylate,CS(O)(=O)=O.CC(C)C[C@@H]1N2C(=O)[C@](NC(=O)[C@H]3CN(C)[C@@H]4CC5=C(Br)NC6=CC=CC(=C56)C4=C3)(O[C@@]2(O)[C@@H]2CCCN2C1=O)C(C)C
nadolol,nadolol,nadolol,less,nadolol,CC(C)(C)NCC(O)COC1=CC=CC2=C1CC(O)C(O)C2
propranolol hydrochloride,propranolol hydrochloride,propranolol hydrochloride,most,propranolol hydrochloride,Cl.CC(C)NCC(O)COC1=CC=CC2=C1C=CC=C2
albendazole,albendazole,albendazole,no,albendazole,CCCSC1=CC=C2NC(NC(=O)OC)=NC2=C1
indapamide,indapamide,indapamide,less,indapamide,CC1CC2=C(C=CC=C2)N1NC(=O)C1=CC(=C(Cl)C=C1)S(N)(=O)=O
ezetimibe,ezetimibe,ezetimibe,no,ezetimibe,O[C@@H](CC[C@@H]1[C@H](N(C1=O)C1=CC=C(F)C=C1)C1=CC=C(O)C=C1)C1=CC=C(F)C=C1
abiraterone acetate,abiraterone acetate,abiraterone acetate,less,abiraterone acetate,CC(=O)O[C@H]1CC[C@]2(C)[C@H]3CC[C@@]4(C)[C@@H](CC=C4C4=CN=CC=C4)[C@@H]3CC=C2C1
claravis,isotretinoin,isotretinoin,less,isotretinoin,C\C(\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C(/C)=C\C(O)=O
potassium citrate,potassium citrate,potassium citrate,ambiguous,potassium citrate,[K+].[K+].[K+].OC(CC([O-])=O)(CC([O-])=O)C([O-])=O
lisinopril,lisinopril,lisinopril,less,lisinopril,O.O.NCCCC[C@H](N[C@@H](CCC1=CC=CC=C1)C(O)=O)C(=O)N1CCC[C@H]1C(O)=O
tiagabine hydrochloride,tiagabine,tiagabine hydrochloride,less,tiagabine hydrochloride,Cl.CC1=C(SC=C1)C(=CCCN1CCC[C@H](C1)C(O)=O)C1=C(C)C=CS1
erlotinib hydrochloride,erlotinib hydrochloride,erlotinib hydrochloride,ambiguous,erlotinib hydrochloride,Cl.COCCOC1=C(OCCOC)C=C2C(NC3=CC=CC(=C3)C#C)=NC=NC2=C1
ropinirole hydrochloride,ropinirole hydrochloride,ropinirole hydrochloride,most,ropinirole hydrochloride,Cl.CCCN(CCC)CCC1=C2CC(=O)NC2=CC=C1
terazosin,terazosin,terazosin hydrochloride,less,terazosin hydrochloride,Cl.COC1=CC2=NC(=NC(N)=C2C=C1OC)N1CCN(CC1)C(=O)C1CCCO1
frovatriptan succinate,frovatriptan succinate,frovatriptan succinate,most,frovatriptan succinate,OC(=O)CCC(O)=O.CN[C@@H]1CCC2=C(C1)C1=C(N2)C=CC(=C1)C(N)=O
silodosin,silodosin,silodosin,less,silodosin,C[C@H](CC1=CC2=C(N(CCCO)CC2)C(=C1)C(N)=O)NCCOC1=CC=CC=C1OCC(F)(F)F
darifenacin,darifenacin,darifenacin hydrobromide,less,darifenacin hydrobromide,Br.NC(=O)C([C@@H]1CCN(CCC2=CC3=C(OCC3)C=C2)C1)(C1=CC=CC=C1)C1=CC=CC=C1
dicyclomine hydrochloride,dicyclomine hydrochloride,dicyclomine hydrochloride,less,dicyclomine hydrochloride,Cl.CCN(CC)CCOC(=O)C1(CCCCC1)C1CCCCC1
cefdinir,cefdinir,cefdinir,less,cefdinir,NC1=NC(=CS1)C(=N\O)\C(=O)N[C@H]1[C@H]2SCC(C=C)=C(N2C1=O)C(O)=O
temazepam,temazepam,temazepam,less,temazepam,CN1C2=CC=C(Cl)C=C2C(=NC(O)C1=O)C1=CC=CC=C1
propoxyphene,propoxyphene hydrochloride,propoxyphene hydrochloride,less,propoxyphene hydrochloride,Cl.CCC(=O)O[C@@](CC1=CC=CC=C1)([C@H](C)CN(C)C)C1=CC=CC=C1
moxifloxacin hydrochloride,moxifloxacin hydrochloride,moxifloxacin hydrochloride,most,moxifloxacin hydrochloride,Cl.COC1=C2N(C=C(C(O)=O)C(=O)C2=CC(F)=C1N1C[C@@H]2CCCN[C@@H]2C1)C1CC1
oxycodone hydrochloride,oxycodone hydrochloride,oxycodone hydrochloride,less,oxycodone hydrochloride,Cl.[H][C@@]12OC3=C(OC)C=CC4=C3[C@@]11CCN(C)[C@H](C4)[C@]1(O)CCC2=O
theophylline,theophylline,theophylline,less,theophylline,CN1C2=C(NC=N2)C(=O)N(C)C1=O
phentermine resin er,phentermine resin,phentermine,less,phentermine,CC(C)(N)CC1=CC=CC=C1
,phentermine,phentermine,most,phentermine,CC(C)(N)CC1=CC=CC=C1
sildenafil citrate,sildenafil,sildenafil citrate,less,sildenafil citrate,OC(=O)CC(O)(CC(O)=O)C(O)=O.CCCC1=NN(C)C2=C1N=C(NC2=O)C1=CC(=CC=C1OCC)S(=O)(=O)N1CCN(C)CC1
stavudine,stavudine,stavudine,no,stavudine,CC1=CN([C@@H]2O[C@H](CO)C=C2)C(=O)NC1=O
imipramine hydrochloride,imipramine hydrochloride,imipramine hydrochloride,less,imipramine hydrochloride,Cl.CN(C)CCCN1C2=C(CCC3=C1C=CC=C3)C=CC=C2
ranitidine,ranitidine,ranitidine hydrochloride,less,ranitidine hydrochloride,Cl.CNC(NCCSCC1=CC=C(CN(C)C)O1)=C[N+]([O-])=O
pindolol,pindolol,pindolol,less,pindolol,CC(C)NCC(O)COC1=C2C=CNC2=CC=C1
dalfampridine,dalfampridine,dalfampridine,no,dalfampridine,NC1=CC=NC=C1
nevirapine,nevirapine,nevirapine hemihydrate,no,nevirapine hemihydrate,O.CC1=C2NC(=O)C3=C(N=CC=C3)N(C3CC3)C2=NC=C1.CC1=C2NC(=O)C3=C(N=CC=C3)N(C3CC3)C2=NC=C1
tizanidine,tizanidine,tizanidine hydrochloride,less,tizanidine hydrochloride,Cl.ClC1=C(NC2=NCCN2)C2=NSN=C2C=C1
polmon,dexchlorpheniramine maleate,dexchlorpheniramine maleate,ambiguous,dexchlorpheniramine maleate,OC(=O)\C=C/C(O)=O.CN(C)CC[C@@H](C1=CC=C(Cl)C=C1)C1=NC=CC=C1
acebutolol hydrochloride,acebutolol hydrochloride,acebutolol hydrochloride,less,acebutolol hydrochloride,Cl.CCCC(=O)NC1=CC(C(C)=O)=C(OCC(O)CNC(C)C)C=C1
trihexyphenidyl hydrochloride,trihexyphenidyl hydrochloride,trihexyphenidyl hydrochloride,less,trihexyphenidyl hydrochloride,Cl.OC(CCN1CCCCC1)(C1CCCCC1)C1=CC=CC=C1
simvastatin,simvastatin,simvastatin,less,simvastatin,CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@@H]12
miglustat,miglustat,miglustat,no,miglustat,CCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO
ranolazine,ranolazine,ranolazine,most,ranolazine,COC1=C(OCC(O)CN2CCN(CC(=O)NC3=C(C)C=CC=C3C)CC2)C=CC=C1
bexarotene,bexarotene,bexarotene,less,bexarotene,CC1=CC2=C(C=C1C(=C)C1=CC=C(C=C1)C(O)=O)C(C)(C)CCC2(C)C
ticlopidine hydrochloride,ticlopidine hydrochloride,ticlopidine hydrochloride,no,ticlopidine hydrochloride,Cl.ClC1=CC=CC=C1CN1CCC2=C(C1)C=CS2
bicalutamide,bicalutamide,bicalutamide,less,bicalutamide,CC(O)(CS(=O)(=O)C1=CC=C(F)C=C1)C(=O)NC1=CC(=C(C=C1)C#N)C(F)(F)F
atorvastatin calcium,atorvastatin calcium,atorvastatin,no,atorvastatin,CC(C)C1=C(C(=O)NC2=CC=CC=C2)C(=C(N1CC[C@@H](O)C[C@@H](O)CC(O)=O)C1=CC=C(F)C=C1)C1=CC=CC=C1
mirtazapine,mirtazapine,mirtazapine,most,mirtazapine,CN1CCN2C(C1)C1=CC=CC=C1CC1=C2N=CC=C1
chlorpromazine hydrochloride,chlorpromazine hydrochloride,chlorpromazine hydrochloride,less,chlorpromazine hydrochloride,Cl.CN(C)CCCN1C2=C(SC3=C1C=C(Cl)C=C3)C=CC=C2
lactulose,lactulose,lactulose,no,lactulose,OC[C@H]1O[C@](O)(CO)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O
naproxen sodium,naproxen sodium,naproxen sodium,most,naproxen sodium,[Na+].COC1=CC2=CC=C(C=C2C=C1)[C@H](C)C([O-])=O
norethindrone acetate,norethindrone,norethindrone acetate,ambiguous,norethindrone acetate,[H][C@@]12CC[C@@](OC(C)=O)(C#C)[C@@]1(C)CC[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H]
prednisolone,prednisolone,prednisolone,less,prednisolone,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1CC[C@]2(O)C(=O)CO
tramadol hydrochloride,tramadol hydrochloride,tramadol hydrochloride,less,tramadol hydrochloride,Cl.COC1=CC=CC(=C1)[C@@]1(O)CCCC[C@@H]1CN(C)C
lovastatin,lovastatin,lovastatin,no,lovastatin,[H][C@]12[C@H](C[C@@H](C)C=C1C=C[C@H](C)[C@@H]2CC[C@@H]1C[C@@H](O)CC(=O)O1)OC(=O)[C@@H](C)CC
androxy,fluoxymesterone,fluoxymesterone,ambiguous,fluoxymesterone,C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C
rivastigmine tartrate,rivastigmine tartrate,rivastigmine tartrate,less,rivastigmine tartrate,O[C@@H]([C@H](O)C(O)=O)C(O)=O.CCN(C)C(=O)OC1=CC(=CC=C1)[C@H](C)N(C)C
meprobamate,meprobamate,meprobamate,less,meprobamate,CCCC(C)(COC(N)=O)COC(N)=O
captopril,captopril,captopril,less,captopril,C[C@H](CS)C(=O)N1CCC[C@H]1C(O)=O
flavoxate hydrochloride,flavoxate hydrochloride,flavoxate hydrochloride,less,flavoxate hydrochloride,Cl.CC1=C(OC2=C(C=CC=C2C(=O)OCCN2CCCCC2)C1=O)C1=CC=CC=C1
methamphetamine hydrochloride,methamphetamine hydrochloride,methamphetamine hydrochloride,most,methamphetamine hydrochloride,Cl.CN[C@@H](C)CC1=CC=CC=C1
cefixime,cefixime,cefixime,no,cefixime,NC1=NC(=CS1)C(=N\OCC(O)=O)\C(=O)N[C@H]1[C@H]2SCC(C=C)=C(N2C1=O)C(O)=O
seromycin,cycloserine,cycloserine,less,cycloserine,N[C@@H]1CONC1=O
meclofenamate sodium,meclofenamate sodium,meclofenamate sodium,most,meclofenamate sodium,[Na+].CC1=CC=C(Cl)C(NC2=C(C=CC=C2)C([O-])=O)=C1Cl
folic acid,folic acid,folic acid,no,folic acid,NC1=NC(=O)C2=C(N1)N=CC(CNC1=CC=C(C=C1)C(=O)N[C@@H](CCC(O)=O)C(O)=O)=N2
nitrofurantoin,nitrofurantoin,nitrofurantoin,less,nitrofurantoin,[O-][N+](=O)C1=CC=C(O1)C=NN1CC(=O)NC1=O
mycophenolate mofetil,mycophenolate mofetil,mycophenolate mofetil,less,mycophenolate mofetil,COC1=C(C)C2=C(C(=O)OC2)C(O)=C1C\C=C(/C)CCC(=O)OCCN1CCOCC1
ketoprofen,ketoprofen,ketoprofen,most,ketoprofen,CC(C(O)=O)C1=CC(=CC=C1)C(=O)C1=CC=CC=C1
duloxetine,duloxetine,duloxetine hydrochloride,less,duloxetine hydrochloride,Cl.CNCC[C@H](OC1=C2C=CC=CC2=CC=C1)C1=CC=CS1
ramelteon,ramelteon,ramelteon,no,ramelteon,CCC(=O)NCC[C@@H]1CCC2=CC=C3OCCC3=C12
fluconazole,fluconazole,fluconazole,most,fluconazole,OC(CN1C=NC=N1)(CN1C=NC=N1)C1=C(F)C=C(F)C=C1
cyclophosphamide,cyclophosphamide,cyclophosphamide,most,cyclophosphamide,ClCCN(CCCl)P1(=O)NCCCO1
imatinib mesylate,imatinib mesylate,imatinib mesylate,most,imatinib mesylate,CS(O)(=O)=O.CN1CCN(CC2=CC=C(C=C2)C(=O)NC2=CC(NC3=NC=CC(=N3)C3=CC=CN=C3)=C(C)C=C2)CC1
ranitidine,ranitidine,ranitidine,less,ranitidine,CNC(NCCSCC1=CC=C(CN(C)C)O1)=C[N+]([O-])=O
cortisone acetate,cortisone acetate,cortisone acetate,less,cortisone acetate,[H][C@@]12CC[C@](O)(C(=O)COC(C)=O)[C@@]1(C)CC(=O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C
amlodipine besylate,amlodipine besylate,amlodipine besylate,most,amlodipine besylate,OS(=O)(=O)C1=CC=CC=C1.CCOC(=O)C1=C(COCCN)NC(C)=C(C1C1=CC=CC=C1Cl)C(=O)OC
rosuvastatin calcium,rosuvastatin calcium,rosuvastatin calcium,no,rosuvastatin calcium,[Ca++].CC(C)C1=C(\C=C\[C@@H](O)C[C@@H](O)CC([O-])=O)C(=NC(=N1)N(C)S(C)(=O)=O)C1=CC=C(F)C=C1.CC(C)C1=C(\C=C\[C@@H](O)C[C@@H](O)CC([O-])=O)C(=NC(=N1)N(C)S(C)(=O)=O)C1=CC=C(F)C=C1
paliperidone,paliperidone,paliperidone,most,paliperidone,CC1=C(CCN2CCC(CC2)C2=NOC3=CC(F)=CC=C23)C(=O)N2CCCC(O)C2=N1
aripiprazole,aripiprazole,aripiprazole,less,aripiprazole,ClC1=CC=CC(N2CCN(CCCCOC3=CC=C4CCC(=O)NC4=C3)CC2)=C1Cl
varenicline,varenicline tartrate,varenicline tartrate,less,varenicline tartrate,O[C@H]([C@@H](O)C(O)=O)C(O)=O.C1[C@H]2CNC[C@@H]1C1=CC3=C(C=C21)N=CC=N3
valsartan,valsartan,valsartan,less,valsartan,CCCCC(=O)N(CC1=CC=C(C=C1)C1=CC=CC=C1C1=NN=NN1)[C@@H](C(C)C)C(O)=O
amoxicillin,amoxicillin,amoxicillin,no,amoxicillin,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@H](N)C1=CC=C(O)C=C1)C(O)=O
cimetidine,cimetidine,cimetidine,less,cimetidine,CNC(NCCSCC1=C(C)NC=N1)=NC#N
dexamethasone,dexamethasone,dexamethasone,less,dexamethasone,[H][C@@]12C[C@@H](C)[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C
amiloride hydrochloride,amiloride hydrochloride,amiloride hydrochloride anhydrous,less,amiloride hydrochloride anhydrous,Cl.NC(=N)NC(=O)C1=NC(Cl)=C(N)N=C1N
furosemide,furosemide,furosemide,less,furosemide,NS(=O)(=O)C1=C(Cl)C=C(NCC2=CC=CO2)C(=C1)C(O)=O
letrozole,letrozole,letrozole,less,letrozole,N#CC1=CC=C(C=C1)C(N1C=NC=N1)C1=CC=C(C=C1)C#N
riluzole,riluzole,riluzole,less,riluzole,NC1=NC2=C(S1)C=C(OC(F)(F)F)C=C2
dronabinol,dronabinol,dronabinol,less,dronabinol,[H][C@@]12C=C(C)CC[C@@]1([H])C(C)(C)OC1=CC(CCCCC)=CC(O)=C21
oxandrolone,oxandrolone,oxandrolone,no,oxandrolone,C[C@]1(O)CC[C@H]2[C@@H]3CC[C@H]4CC(=O)OC[C@]4(C)[C@H]3CC[C@]12C
tamoxifen citrate,tamoxifen citrate,tamoxifen citrate,less,tamoxifen citrate,OC(=O)CC(O)(CC(O)=O)C(O)=O.CC\C(=C(/C1=CC=CC=C1)C1=CC=C(OCCN(C)C)C=C1)C1=CC=CC=C1
venlafaxine hydrochloride,venlafaxine hydrochloride,venlafaxine hydrochloride,less,venlafaxine hydrochloride,Cl.COC1=CC=C(C=C1)C(CN(C)C)C1(O)CCCCC1
diflunisal,diflunisal,diflunisal,most,diflunisal,OC(=O)C1=C(O)C=CC(=C1)C1=C(F)C=C(F)C=C1
loratadine,loratadine,loratadine,no,loratadine,CCOC(=O)N1CCC(CC1)=C1C2=C(CCC3=C1N=CC=C3)C=C(Cl)C=C2
metformin hydrochloride,metformin hydrochloride,metformin hydrochloride,most,metformin hydrochloride,Cl.CN(C)C(=N)NC(N)=N
loperamide hydrochloride,loperamide hydrochloride,loperamide hydrochloride,most,loperamide hydrochloride,Cl.CN(C)C(=O)C(CCN1CCC(O)(CC1)C1=CC=C(Cl)C=C1)(C1=CC=CC=C1)C1=CC=CC=C1
eulexin,flutamide,flutamide,less,flutamide,CC(C)C(=O)NC1=CC(=C(C=C1)[N+]([O-])=O)C(F)(F)F
hydroxyzine hydrochloride,hydroxyzine hydrochloride,hydroxyzine dihydrochloride,most,hydroxyzine dihydrochloride,Cl.Cl.OCCOCCN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=C(Cl)C=C1
lubiprostone,lubiprostone,lubiprostone,less,lubiprostone,CCCCC(F)(F)C(=O)CC[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(O)=O
flurazepam hydrochloride,flurazepam hydrochloride,flurazepam hydrochloride,less,flurazepam hydrochloride,Cl.CCN(CC)CCN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C1=CC=CC=C1F
alfuzosin hydrochloride,alfuzosin hydrochloride,alfuzosin hydrochloride,less,alfuzosin hydrochloride,Cl.COC1=CC2=C(C=C1OC)C(N)=NC(=N2)N(C)CCCNC(=O)C1CCCO1
tadalafil,tadalafil,tadalafil,less,tadalafil,CN1CC(=O)N2[C@H](CC3=C(NC4=C3C=CC=C4)[C@H]2C2=CC=C3OCOC3=C2)C1=O
digoxin,digoxin,digoxin,most,digoxin,C[C@H]1O[C@H](C[C@H](O)[C@@H]1O)O[C@H]1[C@@H](O)C[C@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3CC[C@@]4(C)[C@H](CC[C@@H]5[C@@H]4C[C@@H](O)[C@]4(C)[C@H](CC[C@]54O)C4=CC(=O)OC4)C3)O[C@@H]2C)O[C@@H]1C
thiothixene,thiothixene,thiothixene,less,thiothixene,CN(C)S(=O)(=O)C1=CC2=C(SC3=CC=CC=C3C2=CCCN2CCN(C)CC2)C=C1
ursodiol,ursodiol,ursodiol,no,ursodiol,[H][C@@]12CC[C@H]([C@H](C)CCC(O)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])[C@@H](O)C[C@]2([H])C[C@H](O)CC[C@]12C
propylthiouracil,propylthiouracil,propylthiouracil,no,propylthiouracil,CCCC1=CC(=O)NC(=S)N1
selegiline hydrochloride,selegiline hydrochloride,selegiline hydrochloride,less,selegiline hydrochloride,Cl.C[C@H](CC1=CC=CC=C1)N(C)CC#C
trifluoperazine hydrochloride,trifluoperazine hydrochloride,trifluoperazine hydrochloride,less,trifluoperazine hydrochloride,Cl.Cl.CN1CCN(CCCN2C3=C(SC4=C2C=C(C=C4)C(F)(F)F)C=CC=C3)CC1
olmesartan medoxomil,olmesartan medoxomil,olmesartan medoxomil,ambiguous,olmesartan medoxomil,CCCC1=NC(=C(N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NNN=N1)C(=O)OCC1=C(C)OC(=O)O1)C(C)(C)O
glimepiride,glimepiride,glimepiride,ambiguous,glimepiride,CCC1=C(C)CN(C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)N[C@H]2CC[C@H](C)CC2)C1=O
oxazepam,oxazepam,oxazepam,ambiguous,oxazepam,OC1N=C(C2=CC=CC=C2)C2=CC(Cl)=CC=C2NC1=O
levofloxacin,levofloxacin,levofloxacin,most,levofloxacin,C[C@H]1COC2=C(N3CCN(C)CC3)C(F)=CC3=C2N1C=C(C(O)=O)C3=O
trazodone hydrochloride,trazodone hydrochloride,trazodone hydrochloride,most,trazodone hydrochloride,Cl.ClC1=CC=CC(=C1)N1CCN(CCCN2N=C3C=CC=CN3C2=O)CC1
amphetamine sulfate,amphetamine sulfate,amphetamine sulfate,most,amphetamine sulfate,OS(O)(=O)=O.CC(N)CC1=CC=CC=C1.CC(N)CC1=CC=CC=C1
gabapentin,gabapentin,gabapentin,ambiguous,gabapentin,NCC1(CC(O)=O)CCCCC1
tizanidine hydrochloride,tizanidine hydrochloride,tizanidine,less,tizanidine,ClC1=C(NC2=NCCN2)C2=NSN=C2C=C1
cefaclor,cefaclor,cefaclor,ambiguous,cefaclor,[H][C@]12SCC(Cl)=C(N1C(=O)[C@@]2([H])NC(=O)[C@H](N)C1=CC=CC=C1)C(O)=O
eplerenone,eplerenone,eplerenone,less,eplerenone,[H][C@@]12C[C@@]3(C)[C@@]([H])(CC[C@@]33CCC(=O)O3)[C@]3([H])[C@@H](CC4=CC(=O)CC[C@]4(C)[C@@]13O2)C(=O)OC
phendimetrazine tartrate,phendimetrazine tartrate,phendimetrazine tartrate,less,phendimetrazine tartrate,O[C@H]([C@@H](O)C(O)=O)C(O)=O.C[C@H]1[C@@H](OCCN1C)C1=CC=CC=C1
propafenone,propafenone hydrochloride,propafenone,most,propafenone,CCCNCC(O)COC1=C(C=CC=C1)C(=O)CCC1=CC=CC=C1
pantoprazole sodium,pantoprazole,pantoprazole sodium,no,pantoprazole sodium,[Na+].COC1=C(OC)C(CS(=O)C2=NC3=C([N-]2)C=CC(OC(F)F)=C3)=NC=C1
capecitabine,capecitabine,capecitabine,most,capecitabine,CCCCCOC(=O)NC1=NC(=O)N(C=C1F)[C@@H]1O[C@H](C)[C@@H](O)[C@H]1O
alvimopan,alvimopan,alvimopan,most,alvimopan,C[C@H]1CN(C[C@H](CC2=CC=CC=C2)C(=O)NCC(O)=O)CC[C@@]1(C)C1=CC(O)=CC=C1
paricalcitol,paricalcitol,paricalcitol,less,paricalcitol,C[C@H](\C=C\[C@H](C)C(C)(C)O)[C@H]1CC[C@H]2\C(CCC[C@]12C)=C\C=C1C[C@@H](O)C[C@H](O)C1
repaglinide,repaglinide,repaglinide,less,repaglinide,CCOC1=C(C=CC(CC(=O)N[C@@H](CC(C)C)C2=C(C=CC=C2)N2CCCCC2)=C1)C(O)=O
potassium chloride,potassium chloride,potassium chloride,ambiguous,potassium chloride,[Cl-].[K+]
praziquantel,praziquantel,praziquantel,most,praziquantel,O=C(C1CCCCC1)N1CC2N(CCC3=C2C=CC=C3)C(=O)C1
divalproex sodium,divalproex sodium,divalproex sodium,less,divalproex sodium,[Na+].CCCC(CCC)C(O)=O.CCCC(CCC)C([O-])=O
clorazepate dipotassium,clorazepate dipotassium,clorazepate dipotassium,no,clorazepate dipotassium,O.[K+].[K+].[O-]C(=O)C1N=C(C2=CC=CC=C2)C2=C(C=CC(Cl)=C2)N=C1[O-]
allopurinol,allopurinol,allopurinol,less,allopurinol,O=C1N=CNC2=C1C=NN2
phenytoin,phenytoin,phenytoin,most,phenytoin,[Na+].O=C1NC(C(=O)[N-]1)(C1=CC=CC=C1)C1=CC=CC=C1
warfarin sodium,warfarin sodium,warfarin sodium,no,warfarin sodium,[Na+].CC(=O)CC(C1=CC=CC=C1)C1=C([O-])C2=CC=CC=C2OC1=O
valproic acid,valproic acid,valproic acid,less,valproic acid,CCCC(CCC)C(O)=O
mexiletine hydrochloride,mexiletine hydrochloride,mexiletine hydrochloride,most,mexiletine hydrochloride,Cl.CC(N)COC1=C(C)C=CC=C1C
mefloquine hydrochloride,mefloquine hydrochloride,mefloquine hydrochloride,most,mefloquine hydrochloride,Cl.[H][C@@]1(CCCCN1)[C@@H](O)C1=CC(=NC2=C1C=CC=C2C(F)(F)F)C(F)(F)F
oxymorphone hydrochloride,oxymorphone hydrochloride,oxymorphone hydrochloride,less,oxymorphone hydrochloride,Cl.CN1CC[C@]23[C@H]4OC5=C(O)C=CC(C[C@@H]1[C@]2(O)CCC4=O)=C35
levonorgestrel,levonorgestrel,levonorgestrel,no,levonorgestrel,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(CC)CC[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H]
escitalopram,escitalopram,escitalopram oxalate,less,escitalopram oxalate,OC(=O)C(O)=O.CN(C)CCC[C@]1(OCC2=CC(=CC=C12)C#N)C1=CC=C(F)C=C1
tolterodine tartrate,tolterodine tartrate,tolterodine tartrate,less,tolterodine tartrate,[H][C@](O)(C(O)=O)[C@@]([H])(O)C(O)=O.CC(C)N(CC[C@H](C1=CC=CC=C1)C1=C(O)C=CC(C)=C1)C(C)C
cephalexin,cephalexin,cephalexin anhydrous,no,cephalexin anhydrous,CC1=C(N2[C@H](SC1)[C@H](NC(=O)[C@H](N)C1=CC=CC=C1)C2=O)C(O)=O
ethosuximide,ethosuximide,ethosuximide,no,ethosuximide,CCC1(C)CC(=O)NC1=O
famotidine,famotidine,famotidine,less,famotidine,NC(N)=NC1=NC(CSCCC(N)=NS(N)(=O)=O)=CS1
clonazepam,clonazepam,clonazepam,less,clonazepam,[O-][N+](=O)C1=CC2=C(NC(=O)CN=C2C2=CC=CC=C2Cl)C=C1
benzonatate,benzonatate,benzonatate,no,benzonatate,CCCCNC1=CC=C(C=C1)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC
fluvoxamine maleate,fluvoxamine maleate,fluvoxamine maleate,less,fluvoxamine maleate,OC(=O)\C=C/C(O)=O.COCCCC\C(=N/OCCN)C1=CC=C(C=C1)C(F)(F)F
carglumic acid,carglumic acid,carglumic acid,no,carglumic acid,NC(=O)N[C@@H](CCC(O)=O)C(O)=O
flurbiprofen,flurbiprofen,flurbiprofen,most,flurbiprofen,CC(C(O)=O)C1=CC=C(C(F)=C1)C1=CC=CC=C1
azithromycin,azithromycin,azithromycin dihydrate,most,azithromycin dihydrate,O.O.[H][C@@]1(C[C@@](C)(OC)[C@@H](O)[C@H](C)O1)O[C@H]1[C@H](C)[C@@H](O[C@]2([H])O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@](C)(O)[C@@H](CC)OC(=O)[C@@H]1C
paser,aminosalicylic acid,aminosalicylic acid,less,aminosalicylic acid,NC1=CC=C(C(O)=O)C(O)=C1
midodrine hydrochloride,midodrine hydrochloride,midodrine hydrochloride,most,midodrine hydrochloride,Cl.COC1=CC=C(OC)C(=C1)C(O)CNC(=O)CN
entecavir,entecavir,entecavir,no,entecavir,NC1=NC2=C(N=CN2[C@H]2C[C@H](O)[C@@H](CO)C2=C)C(=O)N1
minoxidil,minoxidil,minoxidil,most,minoxidil,NC1=CC(=NC(N)=[N+]1[O-])N1CCCCC1
acamprosate calcium,acamprosate calcium,acamprosate calcium,less,acamprosate calcium,[Ca++].CC(=O)NCCCS([O-])(=O)=O.CC(=O)NCCCS([O-])(=O)=O
naproxen,naproxen,naproxen,most,naproxen,COC1=CC2=CC=C(C=C2C=C1)[C@H](C)C(O)=O
atomoxetine hydrochloride,atomoxetine hydrochloride,atomoxetine hydrochloride,most,atomoxetine hydrochloride,Cl.CNCC[C@@H](OC1=C(C)C=CC=C1)C1=CC=CC=C1
nimodipine,nimodipine,nimodipine,less,nimodipine,COCCOC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC(C)C
finasteride,finasteride,finasteride,less,finasteride,CC(C)(C)NC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4NC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C
methyldopa,methyldopa,methyldopa,less,methyldopa,C[C@](N)(CC1=CC=C(O)C(O)=C1)C(O)=O
pregabalin,pregabalin,pregabalin,most,pregabalin,CC(C)C[C@H](CN)CC(O)=O
methimazole,methimazole,methimazole,no,methimazole,CN1C=CNC1=S
