INPUT,FOUND_BY,DTXSID,PREFERRED_NAME,SMILES
KINEVAC,Synonym,DTXSID7048617,Sincalide,CSCC[C@H](NC(=O)[C@H](CC1=CC=C(OS(O)(=O)=O)C=C1)NC(=O)[C@@H](N)CC(O)=O)C(=O)NCC(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](CC1=CC=CC=C1)C(N)=O
Efavirenz,Approved Name,DTXSID9046029,Efavirenz,FC(F)(F)[C@]1(OC(=O)NC2=CC=C(Cl)C=C12)C#CC1CC1
XPOVIO,Synonym,DTXSID801026013,Selinexor,FC(F)(F)C1=CC(=CC(=C1)C1=NN(\C=C/C(=O)NNC2=NC=CN=C2)C=N1)C(F)(F)F
Turalio,Synonym,DTXSID301026482,Pexidartinib,FC(F)(F)C1=NC=C(CNC2=CC=C(CC3=CNC4=C3C=C(Cl)C=N4)C=N2)C=C1
Daliresp,Synonym,DTXSID8044123,Roflumilast,FC(F)OC1=CC=C(C=C1OCC1CC1)C(=O)NC1=C(Cl)C=NC=C1Cl
Lynparza,Expert Validated Synonym,DTXSID60917988,Olaparib,FC1=C(C=C(CC2=NNC(=O)C3=CC=CC=C23)C=C1)C(=O)N1CCN(CC1)C(=O)C1CC1
TIBSOVO,Synonym,DTXSID801027928,Ivosidenib,FC1=CC(=CN=C1)N([C@H](C(=O)NC1CC(F)(F)C1)C1=CC=CC=C1Cl)C(=O)[C@@H]1CCC(=O)N1C1=CC(=CC=N1)C#N
Paroxetine,Integrated Source Name,DTXSID3023425,(-)-Paroxetine,FC1=CC=C(C=C1)[C@@H]1CCNC[C@H]1COC1=CC=C2OCOC2=C1
PAROXETINE,Integrated Source Name,DTXSID3023425,(-)-Paroxetine,FC1=CC=C(C=C1)[C@@H]1CCNC[C@H]1COC1=CC=C2OCOC2=C1
Droperidol,Approved Name,DTXSID6022973,Droperidol,FC1=CC=C(C=C1)C(=O)CCCN1CCC(=CC1)N1C(=O)NC2=CC=CC=C12
Pimozide,Synonym,DTXSID8023474,"1-(1-(4,4-bis(4-fluorophenyl)butyl)-4-piperidinyl)-1,3-dihydro-2H-Benzimidazol-2-one",FC1=CC=C(C=C1)C(CCCN1CCC(CC1)N1C(=O)NC2=C1C=CC=C2)C1=CC=C(F)C=C1
Quazepam,Approved Name,DTXSID60190193,Quazepam,FC1=CC=CC=C1C1=NCC(=S)N(CC(F)(F)F)C2=C1C=C(Cl)C=C2
LETROZOLE,Expert Validated Synonym,DTXSID4023202,"4,4'-(1H-1,2,4-Triazol-1-ylmethylene)dibenzonitrile",N#CC1=CC=C(C=C1)C(N1C=NC=N1)C1=CC=C(C=C1)C#N
Cisplatin,Approved Name,DTXSID4024983,Cisplatin,N.N.[Cl-].[Cl-].[Pt++]
Hyaluronic Acid,Approved Name,DTXSID7046750,Hyaluronic acid,N/A
BICILLIN L-A,Searched by Synonym: Found 0 results,N/A,N/A,N/A
INVEGA HAFYERA,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Aveed,Searched by Synonym: Found 0 results,N/A,N/A,N/A
ARISTADA,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Signifor LAR,Searched by Synonym: Found 0 results,N/A,N/A,N/A
TRIPTODUR,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Apretude,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Bleomycin,Approved Name - WARNING: Synonym mapped to two or more chemicals,DTXSID1030862,Bleomycin,N/A
Polymyxin B,Approved Name,DTXSID1048467,Polymyxin B,N/A
Premarin,Synonym - WARNING: Synonym mapped to two or more chemicals,DTXSID9021186,"Estrogens, conjugated",N/A
CAPASTAT SULFATE,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Colistimethate Sodium,Approved Name,DTXSID6045822,Colistimethate sodium,N/A
Colistimethate,Searched by Inchi Key: Found 0 results ,N/A,N/A,N/A
PYRIDOXINE HCI,Searched by Synonym: Found 0 results,N/A,N/A,N/A
ENLON,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Cefizox,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Cortrosyn,Searched by Synonym: Found 0 results,N/A,N/A,N/A
GlucaGen,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Revex,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Purified Cortrophin Gel,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Makena,Searched by Synonym: Found 0 results,N/A,N/A,N/A
TISSUEBLUE,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Steritalc 2g; Steritalc 3g; Steritalc 4g,Searched by Synonym: Found 0 results,N/A,N/A,N/A
PRIALT,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Indium DTPA In 111,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Spinraza,Synonym,DTXSID301027785,Nusinersen sodium,N/A
Conray,Searched by Synonym: Found 0 results,N/A,N/A,N/A
ISOVUE 200; ISOVUE 250; ISOVUE 300; ISOVUE 370,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Nouress,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Gallium Ga-68 PSMA-11,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Vasopressin,Approved Name - WARNING: Synonym mapped to two or more chemicals,DTXSID201018727,Vasopressin,N/A
Vasopressin,Integrated Source Name - WARNING: Synonym mapped to two or more chemicals,DTXSID4040925,Vasotocin,N/A
Photofrin,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Omegaven,Synonym,DTXSID301026399,omega-​3 Fatty acid-​high fish oil,N/A
AMONDYS 45,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Onpattro,Synonym,DTXSID601027891,Patisiran sodium,N/A
Xerava,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Kimyrsa,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Rifadin IV NOVAPLUS,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Triferic AVNU,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Fetroja,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Neuraceq,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Viltepso,Searched by Synonym: Found 0 results,N/A,N/A,N/A
RADICAVA,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Zulresso,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Rapivab,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Cyanokit,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Ascor,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Dopram,Searched by Synonym: Found 0 results,N/A,N/A,N/A
AdreView,Searched by Synonym: Found 0 results,N/A,N/A,N/A
DAPZURA RT,Searched by Synonym: Found 0 results,N/A,N/A,N/A
REZIPRES,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Detectnet,Searched by Synonym: Found 0 results,N/A,N/A,N/A
NETSPOT,Searched by Synonym: Found 0 results,N/A,N/A,N/A
OLINVYK,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Calcium Chloride,Synonym - WARNING: Synonym mapped to two or more chemicals,DTXSID90893024,Calcium chloride hydrate,N/A
Ethyol,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Giapreza,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Zemdri (plazomicin),Searched by Synonym: Found 0 results,N/A,N/A,N/A
DEFITELIO,Synonym,DTXSID301027878,Defibrotide sodium,N/A
Corlopam,Searched by Synonym: Found 0 results,N/A,N/A,N/A
VENOFER (IRON SUCROSE),Searched by Synonym: Found 0 results,N/A,N/A,N/A
Beleodaq,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Veletri,Searched by Synonym: Found 0 results,N/A,N/A,N/A
DEFINITY RT,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Halaven,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Exondys 51,Expert Validated Synonym,DTXSID701027882,Eteplirsen,N/A
Monoferric,Searched by Synonym: Found 0 results,N/A,N/A,N/A
ChiRhoStim; ChiRhoStim 40,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Alimta,Searched by Synonym: Found 0 results,N/A,N/A,N/A
ILLUCCIX,Searched by Synonym: Found 0 results,N/A,N/A,N/A
BELRAPZO,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Hextend,Searched by Synonym: Found 0 results,N/A,N/A,N/A
OMNISCAN,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Barhemsys,Searched by Synonym: Found 0 results,N/A,N/A,N/A
VAPRISOL DEXTROSE IN PLASTIC CONTAINER,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Technetium Tc 99m Medronate,Approved Name - WARNING: Synonym mapped to two or more chemicals,DTXSID80230782,Technetium Tc-99m medronate,N/A
PARSABIV,Searched by Synonym: Found 0 results,N/A,N/A,N/A
AGGRASTAT,Searched by Synonym: Found 0 results,N/A,N/A,N/A
KENGREAL,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Injectafer,Synonym,DTXSID101027608,Ferric carboxymaltose,N/A
Ultiva,Searched by Synonym: Found 0 results,N/A,N/A,N/A
KHAPZORY,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Kit for the Preparation of Technetium Tc99m Pyrophosphate,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Totect,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Cytalux,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Cosela,Searched by Synonym: Found 0 results,N/A,N/A,N/A
DaTscan,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Drax Exametazime,Searched by Synonym: Found 0 results,N/A,N/A,N/A
PYLARIFY,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Axumin,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Pepaxto,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Glofil-125,Searched by Synonym: Found 0 results,N/A,N/A,N/A
LEXISCAN(R) (REGADENOSON),Searched by Synonym: Found 0 results,N/A,N/A,N/A
ZEPZELCA,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Fluorodopa F18,Searched by Synonym: Found 0 results,N/A,N/A,N/A
BYFAVO,Searched by Synonym: Found 0 results,N/A,N/A,N/A
NutriLipid I.V. Fat Emulsion,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Pemfexy,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Ellence,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Sodium Citrate,Integrated Source Name - WARNING: Synonym mapped to two or more chemicals,DTXSID1027348,Sodium citrate (x:1),N/A
Ultratag RBC,Synonym,DTXSID401027057,Technetium Tc 99m red blood cells,N/A
Gadavist,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Visudyne,Expert Validated Synonym,DTXSID2045604,Verteporfin,N/A
Korsuva,Searched by Synonym: Found 0 results,N/A,N/A,N/A
ATROPINE SULFATE; Atropine Sulfate,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Vyondys 53,Synonym,DTXSID401027895,Golodirsen,N/A
Cytovene IV,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Daunorubicin Hydrochloride,Searched by Synonym: Found 0 results,N/A,N/A,N/A
CAFFEINE CITRATE,Searched by Synonym: Found 0 results,N/A,N/A,N/A
CLARISCAN,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Ethacrynic Sodium,Searched by Synonym: Found 0 results,N/A,N/A,N/A
LMD in Dextrose; LMD in Sodium Chloride,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Ferumoxytol,Approved Name,DTXSID601027265,Ferumoxytol,N/A
Azathioprine Sodium,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Kit for the Preparation of Technetium Tc99m Mertiatide,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Clindamycin in 5 Percent Dextrose,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Fludeoxyglucose F 18,Searched by Synonym: Found 0 results,N/A,N/A,N/A
PROTAMINE SULFATE,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Etesevimab,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Feridex,Synonym,DTXSID301027266,Ferumoxides,N/A
Kinlytic,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Bamlanivimab,Searched by Synonym: Found 0 results,N/A,N/A,N/A
RadioGenix System,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Briviact,Searched by Synonym: Found 0 results,N/A,N/A,N/A
SIVEXTRO,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Baxdela,Searched by Synonym: Found 0 results,N/A,N/A,N/A
UPTRAVI; UPTRAVI Titration Pack,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Vimpat,Searched by Synonym: Found 0 results,N/A,N/A,N/A
PREVYMIS,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Kit for the Prepartion of Technetium Tc99m Sulfur Colloid,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Heparin Sodium,Approved Name,DTXSID301010914,Heparin sodium,N/A
Octreotide Acetate,Approved Name,DTXSID901027488,Octreotide acetate,N/A
RIMSO-50,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Cysview,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Cystografin Dilute,Searched by Synonym: Found 0 results,N/A,N/A,N/A
DIFICID; Dificid,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Katerzia,Synonym,DTXSID001027712,Amlodipine benzoate (1:x),N/A
Edarbi,Searched by Synonym: Found 0 results,N/A,N/A,N/A
PYtest,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Pranactin-Citric,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Odomzo,Searched by Synonym: Found 0 results,N/A,N/A,N/A
TEPMETKO,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Keveyis,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Fanapt,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Livmarli,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Lucemyra,Searched by Synonym: Found 0 results,N/A,N/A,N/A
SYMPROIC,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Otezla,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Invirase,Searched by Synonym: Found 0 results,N/A,N/A,N/A
VIIBRYD,Searched by Synonym: Found 0 results,N/A,N/A,N/A
JANUVIA,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Corlanor,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Radiogardase,Synonym from Valid Source,DTXSID80109202,C.I. Pigment Blue 27,N/A
TAVALISSE,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Alinia,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Hetlioz; Hetlioz LQ,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Pradaxa,Searched by Synonym: Found 0 results,N/A,N/A,N/A
IRESSA,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Mycapssa,Synonym,DTXSID901027488,Octreotide acetate,N/A
Orenitram,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Ruzurgi,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Adempas,Searched by Synonym: Found 0 results,N/A,N/A,N/A
BELVIQ XR; Belviq,Searched by Synonym: Found 0 results,N/A,N/A,N/A
SPRYCEL,Searched by Synonym: Found 0 results,N/A,N/A,N/A
SOLOSEC,Searched by Synonym: Found 0 results,N/A,N/A,N/A
DURLAZA,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Auryxia,Searched by Synonym: Found 0 results,N/A,N/A,N/A
MYTESI,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Livtencity,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Xcopri; Xcopri Maintenance Pack; Xcopri Titration Pack,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Orgovyx,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Rayaldee,Searched by Synonym: Found 0 results,N/A,N/A,N/A
AUSTEDO; Austedo,Searched by Synonym: Found 0 results,N/A,N/A,N/A
QELBREE,Searched by Synonym: Found 0 results,N/A,N/A,N/A
TAVNEOS,Searched by Synonym: Found 0 results,N/A,N/A,N/A
XELJANZ; XELJANZ XR,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Venclexta,Searched by Synonym: Found 0 results,N/A,N/A,N/A
SLYND,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Linzess,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Myrbetriq,Searched by Synonym: Found 0 results,N/A,N/A,N/A
STEGLATRO,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Daypro,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Stivarga,Searched by Synonym: Found 0 results,N/A,N/A,N/A
LAMPIT,Searched by Synonym: Found 0 results,N/A,N/A,N/A
GEMTESA,Searched by Synonym: Found 0 results,N/A,N/A,N/A
ZYPITAMAG,Searched by Synonym: Found 0 results,N/A,N/A,N/A
BREXAFEMME,Searched by Synonym: Found 0 results,N/A,N/A,N/A
HIPREX,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Tybost,Searched by Synonym: Found 0 results,N/A,N/A,N/A
VERQUVO,Searched by Synonym: Found 0 results,N/A,N/A,N/A
PIZENSY,Searched by Synonym: Found 0 results,N/A,N/A,N/A
EMFLAZA,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Ketek,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Vumerity,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Multaq,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Cenestin,Synonym,DTXSID9021186,"Estrogens, conjugated",N/A
Boniva,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Livalo,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Zokinvy,Searched by Synonym: Found 0 results,N/A,N/A,N/A
RYDAPT,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Gilenya,Searched by Synonym: Found 0 results,N/A,N/A,N/A
TYKERB,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Cholbam,Searched by Synonym: Found 0 results,N/A,N/A,N/A
amiloride hydrocloride,Searched by Synonym: Found 0 results,N/A,N/A,N/A
UKONIQ,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Tasigna,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Lenvima,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Chemet,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Aemcolo,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Krintafel,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Kerendia,Searched by Synonym: Found 0 results,N/A,N/A,N/A
DYANAVEL XR; Dyanavel XR,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Tasmar,Searched by Synonym: Found 0 results,N/A,N/A,N/A
INLYTA,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Thiola EC,Searched by Synonym: Found 0 results,N/A,N/A,N/A
SCEMBLIX,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Mekinist,Searched by Synonym: Found 0 results,N/A,N/A,N/A
GOCOVRI,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Aptiom,Searched by Synonym: Found 0 results,N/A,N/A,N/A
UBRELVY,Searched by Synonym: Found 0 results,N/A,N/A,N/A
TRUSELTIQ,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Nexavar,Searched by Synonym: Found 0 results,N/A,N/A,N/A
XARELTO; Xarelto,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Afinitor; Afinitor Disperz,Searched by Synonym: Found 0 results,N/A,N/A,N/A
VIRACEPT,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Iclusig,Searched by Synonym: Found 0 results,N/A,N/A,N/A
HYCAMTIN,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Xtandi,Searched by Synonym: Found 0 results,N/A,N/A,N/A
ELMIRON,Approved Name - WARNING: Synonym mapped to two or more chemicals,DTXSID1025229,Elmiron,N/A
ELMIRON,Synonym - WARNING: Synonym mapped to two or more chemicals,DTXSID701026234,Pentosan polysulfate sodium,N/A
PIFELTRO,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Plaquenil,Searched by Synonym: Found 0 results,N/A,N/A,N/A
BRAFTOVI,Searched by Synonym: Found 0 results,N/A,N/A,N/A
ENJUVIA,Synonym,DTXSID301027909,"Estrogens, conjugated synthetic B",N/A
Velphoro,Synonym,DTXSID70895107,Iron saccharate,N/A
Macrilen,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Rezurock,Searched by Synonym: Found 0 results,N/A,N/A,N/A
JAKAFI,Searched by Synonym: Found 0 results,N/A,N/A,N/A
PARNATE,Searched by Synonym: Found 0 results,N/A,N/A,N/A
WELIREG,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Trulance Immediate release,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Qulipta,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Gleostine,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Incruse Ellipta,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Reyvow,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Emcyt,Searched by Synonym: Found 0 results,N/A,N/A,N/A
KOSELUGO,Searched by Synonym: Found 0 results,N/A,N/A,N/A
TAZVERIK,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Mulpleta,Searched by Synonym: Found 0 results,N/A,N/A,N/A
MOVANTIK,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Cedax,Searched by Synonym: Found 0 results,N/A,N/A,N/A
COPIKTRA,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Verzenio,Searched by Synonym: Found 0 results,N/A,N/A,N/A
PONVORY,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Varubi,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Xalkori,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Vizimpro,Searched by Synonym: Found 0 results,N/A,N/A,N/A
MOTEGRITY,Searched by Synonym: Found 0 results,N/A,N/A,N/A
PROMACTA,Searched by Synonym: Found 0 results,N/A,N/A,N/A
ERLEADA,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Sular,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Mavenclad,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Viberzi,Searched by Synonym: Found 0 results,N/A,N/A,N/A
BAFIERTAM,Searched by Synonym: Found 0 results,N/A,N/A,N/A
ISENTRESS,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Ofev,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Tradjenta,Searched by Synonym: Found 0 results,N/A,N/A,N/A
ZEPOSIA; ZEPOSIA 7-Day Starter Pack; ZEPOSIA Starter Kit,Searched by Synonym: Found 0 results,N/A,N/A,N/A
EXKIVITY,Searched by Synonym: Found 0 results,N/A,N/A,N/A
ADDYI,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Seysara,Searched by Synonym: Found 0 results,N/A,N/A,N/A
SAVAYSA,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Pretomanid,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Rukobia,Searched by Synonym: Found 0 results,N/A,N/A,N/A
BYLVAY,Searched by Synonym: Found 0 results,N/A,N/A,N/A
LUPKYNIS,Searched by Synonym: Found 0 results,N/A,N/A,N/A
DOJOLVI,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Rexulti,Searched by Synonym: Found 0 results,N/A,N/A,N/A
NOURIANZ,Searched by Synonym: Found 0 results,N/A,N/A,N/A
FINTEPLA,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Recorlev,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Arakoda,Searched by Synonym: Found 0 results,N/A,N/A,N/A
ENTERO Vu 24%,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Cotempla XR-ODT,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Gavreto,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Tivicay; Tivicay PD,Searched by Synonym: Found 0 results,N/A,N/A,N/A
VELTASSA,Approved Name,DTXSID101027696,Veltassa,N/A
MEKTOVI,Searched by Synonym: Found 0 results,N/A,N/A,N/A
NURTEC ODT,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Conjupri,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Nalfon,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Endari,Searched by Synonym: Found 0 results,N/A,N/A,N/A
BELVIQ XR Extended Release Extended Release,Searched by Synonym: Found 0 results,N/A,N/A,N/A
PIQRAY,Searched by Synonym: Found 0 results,N/A,N/A,N/A
BELSOMRA,Searched by Synonym: Found 0 results,N/A,N/A,N/A
E.E.S; E.E.S 400,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Bupropion Hydrochloride (XL),Searched by Synonym: Found 0 results,N/A,N/A,N/A
COLESTIPOL HYDROCHLORIDE,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Morphine Sulfate Extended Release,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Ergocalciferol Capsules,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Vardenafil Hydrochloride,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Jencycla,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Colesevelam,Approved Name,DTXSID701026103,Colesevelam,N/A
Ergomar Sublingual,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Amantadine HCl,Searched by Synonym: Found 0 results,N/A,N/A,N/A
PRYIDOSTIGMINE BROMIDE,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Zenzedi,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Meclizine Hydrochloride,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Sevelamer Hydrochloride,Approved Name,DTXSID0048630,Sevelamer hydrochloride,N/A
Potassium Citrate,Approved Name - WARNING: Synonym mapped to two or more chemicals,DTXSID0041222,Potassium citrate,N/A
omega-3-acid ethyl esters,Expert Validated Synonym,DTXSID401006607,Lovaza,N/A
Phentermine Resin ER,Searched by Synonym: Found 0 results,N/A,N/A,N/A
POLMON,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Sevelamer Carbonate,Approved Name,DTXSID001026633,Sevelamer carbonate,N/A
Ivermectin,Approved Name,DTXSID7040235,Ivermectin,N/A
Paromomycin Sulfate,Approved Name,DTXSID5047829,Paromomycin sulfate,N/A
FOSFOMYCIN TROMETHAMINE,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Vancomycin Hydrochloride,Approved Name,DTXSID3045354,Vancomycin hydrochloride,N/A
Chloroquine Phosphate,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Cetirizine Hydrochloride,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Vardenafil Hydrochloride,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Paser,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Cholestyramine,Expert Validated Synonym,DTXSID601014553,Cholestyramine resin,N/A
Vecamyl,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Lanthanum carbonate,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Methotrexate Sodium,Expert Validated Synonym,DTXSID10872452,Sodium L-(+)-methotrexate,N/A
MENEST,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Ultramicrosize Griseofulvin,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Guanfacine Extended-Release,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Sodium Iodide I-131,Searched by Synonym: Found 0 results,N/A,N/A,N/A
SODIUM IODIDE I 123,Searched by Synonym: Found 0 results,N/A,N/A,N/A
