INPUT,FOUND_BY,DTXSID,PREFERRED_NAME,SMILES
FELBAMATE,Approved Name,DTXSID9023041,Felbamate,NC(=O)OCC(COC(N)=O)C1=CC=CC=C1
HYDROXYUREA,Approved Name,DTXSID6025438,Hydroxyurea,NC(=O)NO
LOXAPINE SUCCINATE,Approved Name,DTXSID3045227,Loxapine succinate,OC(=O)CCC(O)=O.CN1CCN(CC1)C1=NC2=C(OC3=C1C=C(Cl)C=C3)C=CC=C2
METHYLPREDNISOLONE,Approved Name,DTXSID7023300,Methylprednisolone,[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])C[C@H](C)C2=CC(=O)C=C[C@]12C
PIOGLITAZONE,Approved Name,DTXSID3037129,Pioglitazone,CCC1=CN=C(CCOC2=CC=C(CC3SC(=O)NC3=O)C=C2)C=C1
ACYCLOVIR,Approved Name,DTXSID1022556,Acyclovir,NC1=NC(=O)C2=C(N1)N(COCCO)C=N2
MORPHINE SULFATE,Synonym from Valid Source,DTXSID4023830,Morphine sulphate (2:1),OS(O)(=O)=O.CN1CC[C@]23[C@H]4OC5=C(O)C=CC(C[C@@H]1[C@@H]2C=C[C@@H]4O)=C35.CN1CC[C@]23[C@H]4OC5=C(O)C=CC(C[C@@H]1[C@@H]2C=C[C@@H]4O)=C35
PAROXETINE HYDROCHLORIDE HEMIHYDRATE,Approved Name,DTXSID101017095,Paroxetine hydrochloride hemihydrate,O.Cl.Cl.FC1=CC=C(C=C1)[C@@H]1CCNC[C@H]1COC1=CC=C2OCOC2=C1.FC1=CC=C(C=C1)[C@@H]1CCNC[C@H]1COC1=CC=C2OCOC2=C1
PRAZOSIN HYDROCHLORIDE,Approved Name,DTXSID50172822,Prazosin hydrochloride,Cl.COC1=C(OC)C=C2C(N)=NC(=NC2=C1)N1CCN(CC1)C(=O)C1=CC=CO1
ZOLPIDEM TARTRATE,Synonym,DTXSID00912795,"2,3-Dihydroxybutanedioic acid--N,N-dimethyl-2-[6-methyl-2-(4-methylphenyl)imidazo[1,2-a]pyridin-3-yl]acetamide (1/1)",[H][C@](O)(C(O)=O)[C@@]([H])(O)C(O)=O.CN(C)C(=O)CC1=C(N=C2C=CC(C)=CN12)C1=CC=C(C)C=C1
MYCOPHENOLATE SODIUM,Searched by Synonym: Found 0 results,N/A,N/A,N/A
TRIAMTERENE,Approved Name,DTXSID6021373,Triamterene,NC1=NC(N)=C2N=C(C(N)=NC2=N1)C1=CC=CC=C1
RIZATRIPTAN BENZOATE,Approved Name,DTXSID20162937,Rizatriptan benzoate,OC(=O)C1=CC=CC=C1.CN(C)CCC1=CNC2=CC=C(CN3C=NC=N3)C=C12
TACROLIMUS,Approved Name,DTXSID5046354,Tacrolimus,[H][C@]12O[C@](O)([C@H](C)C[C@@H]1OC)C(=O)C(=O)N1CCCC[C@@]1([H])C(=O)O[C@@H]([C@H](C)[C@@H](O)CC(=O)[C@H](CC=C)\C=C(C)\C[C@H](C)C[C@@H]2OC)C(\C)=C\[C@@H]1CC[C@@H](O)[C@@H](C1)OC
IBUPROFEN,Approved Name,DTXSID5020732,Ibuprofen,CC(C)CC1=CC=C(C=C1)C(C)C(O)=O
HYDROCORTISONE,Approved Name,DTXSID7020714,Hydrocortisone,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CC[C@]2(O)C(=O)CO
RUFINAMIDE,Approved Name,DTXSID1046506,Rufinamide,NC(=O)C1=CN(CC2=C(F)C=CC=C2F)N=N1
CIMETIDINE HYDROCHLORIDE,Searched by Synonym: Found 0 results,N/A,N/A,N/A
CLONIDINE HYDROCHLORIDE,Approved Name,DTXSID8044670,Clonidine hydrochloride,Cl.ClC1=CC=CC(Cl)=C1NC1=NCCN1
METHAZOLAMIDE,Approved Name,DTXSID1023281,Methazolamide,CN1N=C(SC1=NC(C)=O)S(N)(=O)=O
METOPROLOL TARTRATE,Synonym - WARNING: Synonym mapped to two or more chemicals,DTXSID2023309,Metoprolol,COCCC1=CC=C(OCC(O)CNC(C)C)C=C1
METOPROLOL TARTRATE,Approved Name - WARNING: Synonym mapped to two or more chemicals,DTXSID9037248,Metoprolol tartrate,O[C@H]([C@@H](O)C([O-])=O)C([O-])=O.COCCC1=CC=C(OCC(O)C[NH2+]C(C)C)C=C1.COCCC1=CC=C(OCC(O)C[NH2+]C(C)C)C=C1
SIROLIMUS,Approved Name,DTXSID5023582,Sirolimus,[H][C@@]12CC[C@@H](C)[C@@](O)(O1)C(=O)C(=O)N1CCCC[C@@]1([H])C(=O)O[C@@]([H])(CC(=O)[C@H](C)\C=C(C)\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\C=C\C=C\C=C(C)\[C@H](C2)OC)[C@H](C)C[C@@H]1CC[C@@H](O)[C@@H](C1)OC
TORSEMIDE,Approved Name,DTXSID2023690,Torsemide,CC(C)NC(=O)NS(=O)(=O)C1=C(NC2=CC(C)=CC=C2)C=CN=C1
OXCARBAZEPINE,Approved Name,DTXSID0045703,Oxcarbazepine,NC(=O)N1C2=CC=CC=C2CC(=O)C2=CC=CC=C12
ERGOCALCIFEROL,Approved Name,DTXSID5020233,Ergocalciferol,[H][C@@]1(CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)CCC1=C)[C@H](C)\C=C\[C@H](C)C(C)C
CLINDAMYCIN PALMITATE HYDROCHLORIDE,Approved Name,DTXSID3048734,Clindamycin palmitate hydrochloride,Cl.CCCCCCCCCCCCCCCC(=O)O[C@@H]1[C@@H](O)[C@@H](O)[C@H](O[C@@H]1SC)[C@H](NC(=O)[C@@H]1C[C@@H](CCC)CN1C)[C@H](C)Cl
MELOXICAM,Approved Name,DTXSID1020803,Meloxicam,CN1C(C(=O)NC2=NC=C(C)S2)=C(O)C2=CC=CC=C2S1(=O)=O
PREDNISONE,Approved Name,DTXSID4021185,Prednisone,C[C@]12CC(=O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1CC[C@]2(O)C(=O)CO
METHYLTESTOSTERONE,Synonym from Valid Source,DTXSID1033664,17-Methyltestosterone,C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C
GLYCOPYRROLATE,Expert Validated Synonym - WARNING: Synonym mapped to two or more chemicals,DTXSID6023109,Glycopyrrolate bromide,[Br-].C[N+]1(C)CCC(C1)OC(=O)C(O)(C1CCCC1)C1=CC=CC=C1
GLYCOPYRROLATE,Synonym - WARNING: Synonym mapped to two or more chemicals,DTXSID2048165,"3-[(2-Cyclopentyl-2-hydroxy-2-phenylacetyl)oxy]-1,1-dimethylpyrrolidinium",C[N+]1(C)CCC(C1)OC(=O)C(O)(C1CCCC1)C1=CC=CC=C1
DEFERASIROX,Approved Name,DTXSID1048596,Deferasirox,OC(=O)C1=CC=C(C=C1)N1N=C(N=C1C1=CC=CC=C1O)C1=CC=CC=C1O
ISONIAZID,Approved Name,DTXSID8020755,Isoniazid,NNC(=O)C1=CC=NC=C1
FLUDROCORTISONE ACETATE,Approved Name - WARNING: Synonym mapped to two or more chemicals,DTXSID2023062,Fludrocortisone acetate,[H][C@@]12CC[C@](O)(C(=O)COC(C)=O)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)CC[C@]12C
FLUDROCORTISONE ACETATE,Synonym - WARNING: Synonym mapped to two or more chemicals,DTXSID5022857,Cortisone,[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)CC(=O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C
VERAPAMIL HYDROCHLORIDE,Approved Name,DTXSID2034095,Verapamil hydrochloride,Cl.COC1=CC=C(CCN(C)CCCC(C#N)(C(C)C)C2=CC=C(OC)C(OC)=C2)C=C1OC
ZILEUTON,Approved Name,DTXSID9023752,Zileuton,CC(N(O)C(N)=O)C1=CC2=C(S1)C=CC=C2
PROPANTHELINE BROMIDE,Approved Name,DTXSID2023519,Propantheline bromide,[Br-].CC(C)[N+](C)(CCOC(=O)C1C2=CC=CC=C2OC2=C1C=CC=C2)C(C)C
SERTRALINE HYDROCHLORIDE,Approved Name,DTXSID1040243,Sertraline hydrochloride,Cl.CN[C@H]1CC[C@@H](C2=CC(Cl)=C(Cl)C=C2)C2=C1C=CC=C2
BISOPROLOL FUMARATE,Approved Name,DTXSID1045794,Bisoprolol fumarate,OC(=O)\C=C\C(O)=O.CC(C)NCC(O)COC1=CC=C(COCCOC(C)C)C=C1.CC(C)NCC(O)COC1=CC=C(COCCOC(C)C)C=C1
VARDENAFIL,Approved Name,DTXSID3048318,Vardenafil,CCCC1=NC(C)=C2N1NC(=NC2=O)C1=CC(=CC=C1OCC)S(=O)(=O)N1CCN(CC)CC1
AMINOCAPROIC ACID,Approved Name,DTXSID0020070,Aminocaproic acid,NCCCCCC(O)=O
TELMISARTAN,Approved Name,DTXSID8023636,Telmisartan,CCCC1=NC2=C(C=C(C=C2C)C2=NC3=CC=CC=C3N2C)N1CC1=CC=C(C=C1)C1=CC=CC=C1C(O)=O
LAMOTRIGINE,Approved Name,DTXSID2023195,Lamotrigine,NC1=NC(N)=C(N=N1)C1=CC=CC(Cl)=C1Cl
FENOFIBRATE,Approved Name,DTXSID2029874,Fenofibrate,CC(C)OC(=O)C(C)(C)OC1=CC=C(C=C1)C(=O)C1=CC=C(Cl)C=C1
MONTELUKAST SODIUM,Approved Name,DTXSID8046450,Montelukast sodium,[Na+].CC(C)(O)C1=C(CC[C@@H](SCC2(CC([O-])=O)CC2)C2=CC(\C=C\C3=NC4=C(C=CC(Cl)=C4)C=C3)=CC=C2)C=CC=C1
METOLAZONE,Approved Name,DTXSID6045167,Metolazone,CC1NC2=CC(Cl)=C(C=C2C(=O)N1C1=CC=CC=C1C)S(N)(=O)=O
DISULFIRAM,Expert Validated Synonym,DTXSID1021322,Tetraethylthiuram disulfide,CCN(CC)C(=S)SSC(=S)N(CC)CC
MEGESTROL ACETATE,Approved Name,DTXSID9040683,Megestrol acetate,[H][C@@]12CC[C@](OC(C)=O)(C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])C=C(C)C2=CC(=O)CC[C@]12C
METOPROLOL SUCCINATE,Synonym - WARNING: Synonym mapped to two or more chemicals,DTXSID2023309,Metoprolol,COCCC1=CC=C(OCC(O)CNC(C)C)C=C1
METOPROLOL SUCCINATE,Approved Name - WARNING: Synonym mapped to two or more chemicals,DTXSID9048726,Metoprolol succinate,OC(=O)CCC(O)=O.COCCC1=CC=C(OCC(O)CNC(C)C)C=C1.COCCC1=CC=C(OCC(O)CNC(C)C)C=C1
ACARBOSE,Approved Name,DTXSID8046034,Acarbose,C[C@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@H](O[C@H]([C@H](O)CO)[C@H](O)[C@@H](O)C=O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1N[C@H]1C=C(CO)[C@@H](O)[C@H](O)[C@H]1O
CLINDAMYCIN HYDROCHLORIDE,Approved Name,DTXSID4045428,Clindamycin hydrochloride,Cl.CCC[C@@H]1C[C@H](N(C)C1)C(=O)N[C@H]([C@H](C)Cl)[C@H]1O[C@H](SC)[C@H](O)[C@@H](O)[C@H]1O
NORETHINDRONE,Approved Name,DTXSID9023380,Norethindrone,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H]
GLYBURIDE,Synonym from Valid Source,DTXSID0037237,Glybenclamide,COC1=C(C=C(Cl)C=C1)C(=O)NCCC1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1
ESTROPIPATE,Approved Name,DTXSID3023005,Estropipate,C1CNCCN1.C[C@]12CC[C@H]3[C@@H](CCC4=C3C=CC(OS(O)(=O)=O)=C4)[C@@H]1CCC2=O
LEVOCETIRIZINE DIHYDROCHLORIDE,Approved Name,DTXSID30926567,Levocetirizine dihydrochloride,Cl.Cl.OC(=O)COCCN1CCN(CC1)[C@H](C1=CC=CC=C1)C1=CC=C(Cl)C=C1
COLCHICINE,Approved Name,DTXSID5024845,Colchicine,COC1=CC2=C(C(OC)=C1OC)C1=CC=C(OC)C(=O)C=C1[C@H](CC2)NC(C)=O
PENTOXIFYLLINE,Expert Validated Synonym,DTXSID7023437,"3,7-Dihydro-3,7-dimethyl-1-(5-oxohexyl)-1H-Purine-2,6-dione",CN1C=NC2=C1C(=O)N(CCCCC(C)=O)C(=O)N2C
ZALEPLON,Approved Name,DTXSID5023748,Zaleplon,CCN(C(C)=O)C1=CC=CC(=C1)C1=CC=NC2=C(C=NN12)C#N
METHSCOPOLAMINE BROMIDE,Synonym from Valid Source - WARNING: Synonym mapped to two or more chemicals,DTXSID2040608,N-Methylhyoscinium bromide,[Br-].[H][C@@]12O[C@]1([H])[C@H]1C[C@H](C[C@@H]2[N+]1(C)C)OC(=O)[C@H](CO)C1=CC=CC=C1
METHSCOPOLAMINE BROMIDE,Synonym - WARNING: Synonym mapped to two or more chemicals,DTXSID6023573,Scopolamine,CN1[C@H]2C[C@@H](C[C@@H]1[C@H]1O[C@@H]21)OC(=O)[C@H](CO)C1=CC=CC=C1
KETOCONAZOLE,Approved Name,DTXSID7029879,Ketoconazole,CC(=O)N1CCN(CC1)C1=CC=C(OC[C@H]2CO[C@@](CN3C=CN=C3)(O2)C2=CC=C(Cl)C=C2Cl)C=C1
CANDESARTAN CILEXETIL,Approved Name,DTXSID5020239,Candesartan cilexetil,CCOC1=NC2=CC=CC(C(=O)OC(C)OC(=O)OC3CCCCC3)=C2N1CC1=CC=C(C=C1)C1=C(C=CC=C1)C1=NN=NN1
ESOMEPRAZOLE MAGNESIUM,Approved Name,DTXSID5044231,Esomeprazole magnesium,[Mg++].COC1=CC=C2N=C([N-]C2=C1)[S@@](=O)CC1=C(C)C(OC)=C(C)C=N1.COC1=CC=C2N=C([N-]C2=C1)[S@](=O)CC1=C(C)C(OC)=C(C)C=N1
QUINIDINE GLUCONATE,Approved Name,DTXSID801027497,Quinidine gluconate,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(O)=O.[H][C@@]1(C[C@@H]2CC[N@]1C[C@@H]2C=C)[C@@H](O)C1=CC=NC2=C1C=C(OC)C=C2
AMOXAPINE,Approved Name,DTXSID7022598,Amoxapine,ClC1=CC=C2OC3=C(C=CC=C3)N=C(N3CCNCC3)C2=C1
PROMETHAZINE HYDROCHLORIDE,Approved Name,DTXSID3021192,Promethazine hydrochloride,Cl.CC(CN1C2=CC=CC=C2SC2=C1C=CC=C2)N(C)C
LABETALOL,Approved Name,DTXSID2023191,Labetalol,CC(CCC1=CC=CC=C1)NCC(O)C1=CC=C(O)C(=C1)C(N)=O
DOFETILIDE,Approved Name,DTXSID5046433,Dofetilide,CN(CCOC1=CC=C(NS(C)(=O)=O)C=C1)CCC1=CC=C(NS(C)(=O)=O)C=C1
MODAFINIL,Approved Name,DTXSID0023329,Modafinil,NC(=O)CS(=O)C(C1=CC=CC=C1)C1=CC=CC=C1
FAMCICLOVIR,Approved Name,DTXSID0023038,Famciclovir,CC(=O)OCC(CCN1C=NC2=C1N=C(N)N=C2)COC(C)=O
Albuterol,Approved Name,DTXSID5021255,Albuterol,CC(C)(C)NCC(O)C1=CC=C(O)C(CO)=C1
ETHAMBUTOL HYDROCHLORIDE,Synonym,DTXSID4045345,Ethambutol dihydrochloride,Cl.Cl.CC[C@@H](CO)NCCN[C@@H](CC)CO
GEMFIBROZIL,Approved Name,DTXSID0020652,Gemfibrozil,CC1=CC(OCCCC(C)(C)C(O)=O)=C(C)C=C1
MELPHALAN,Approved Name,DTXSID6020804,Melphalan,N[C@@H](CC1=CC=C(C=C1)N(CCCl)CCCl)C(O)=O
DIAZEPAM,Approved Name,DTXSID4020406,Diazepam,CN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C1=CC=CC=C1
BOSENTAN,Approved Name,DTXSID7046627,Bosentan,COC1=CC=CC=C1OC1=C(NS(=O)(=O)C2=CC=C(C=C2)C(C)(C)C)N=C(N=C1OCCO)C1=NC=CC=N1
MOEXIPRIL HYDROCHLORIDE,Approved Name,DTXSID7044267,Moexipril hydrochloride,Cl.CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N1CC2=C(C[C@H]1C(O)=O)C=C(OC)C(OC)=C2
CHLORTHALIDONE,Approved Name,DTXSID4022812,Chlorthalidone,NS(=O)(=O)C1=C(Cl)C=CC(=C1)C1(O)NC(=O)C2=CC=CC=C12
FLUVASTATIN SODIUM,Approved Name,DTXSID3044758,Fluvastatin sodium,[Na+].CC(C)N1C(\C=C\[C@H](O)C[C@H](O)CC([O-])=O)=C(C2=C1C=CC=C2)C1=CC=C(F)C=C1
PROBENECID,Approved Name,DTXSID9021188,Probenecid,CCCN(CCC)S(=O)(=O)C1=CC=C(C=C1)C(O)=O
GUANFACINE HYDROCHLORIDE,Approved Name,DTXSID2045157,Guanfacine hydrochloride,Cl.NC(=N)NC(=O)CC1=C(Cl)C=CC=C1Cl
almotriptan malate,Approved Name,DTXSID1044225,Almotriptan Malate,OC(CC(O)=O)C(O)=O.CN(C)CCC1=CNC2=CC=C(CS(=O)(=O)N3CCCC3)C=C12
COLESEVELAM HYDROCHLORIDE,Approved Name,DTXSID50921256,Colesevelam hydrochloride,N/A
NIZATIDINE,Approved Name,DTXSID5023376,Nizatidine,CNC(NCCSCC1=CSC(CN(C)C)=N1)=C[N+]([O-])=O
TENOFOVIR DISOPROXIL FUMARATE,Approved Name,DTXSID5050426,Tenofovir disoproxil fumarate,OC(=O)\C=C\C(O)=O.CC(C)OC(=O)OCOP(=O)(CO[C@H](C)CN1C=NC2=C1N=CN=C2N)OCOC(=O)OC(C)C
DILTIAZEM HYDROCHLORIDE,Approved Name,DTXSID8040147,Diltiazem hydrochloride,Cl.COC1=CC=C(C=C1)[C@@H]1SC2=C(C=CC=C2)N(CCN(C)C)C(=O)[C@@H]1OC(C)=O
FELODIPINE,Approved Name,DTXSID4023042,Felodipine,CCOC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC(Cl)=C1Cl)C(=O)OC
RISEDRONATE SODIUM,Approved Name,DTXSID1046132,Risedronate sodium,[Na+].[Na+].OC(CC1=CC=CN=C1)(P(O)([O-])=O)P(O)([O-])=O
CEPHALEXIN,Approved Name,DTXSID9022780,Cephalexin,CC1=C(N2[C@H](SC1)[C@H](NC(=O)[C@H](N)C1=CC=CC=C1)C2=O)C(O)=O
DIAZOXIDE,Approved Name,DTXSID7022914,Diazoxide,CC1=NC2=CC=C(Cl)C=C2S(=O)(=O)N1
RITONAVIR,Approved Name,DTXSID1048627,Ritonavir,CC(C)[C@H](NC(=O)N(C)CC1=CSC(=N1)C(C)C)C(=O)N[C@H](C[C@H](O)[C@H](CC1=CC=CC=C1)NC(=O)OCC1=CN=CS1)CC1=CC=CC=C1
ACETAZOLAMIDE,Approved Name,DTXSID7022544,Acetazolamide,CC(=O)NC1=NN=C(S1)S(N)(=O)=O
LORAZEPAM,Approved Name,DTXSID7023225,Lorazepam,OC1N=C(C2=CC=CC=C2Cl)C2=CC(Cl)=CC=C2NC1=O
LURASIDONE HYDROCHLORIDE,Approved Name,DTXSID401027714,Lurasidone hydrochloride,Cl.[H][C@@]12[C@H]3CC[C@H](C3)[C@]1([H])C(=O)N(C[C@@H]1CCCC[C@H]1CN1CCN(CC1)C1=NSC3=CC=CC=C13)C2=O
DUTASTERIDE,Approved Name,DTXSID8046452,Dutasteride,[H][C@@]12CC[C@H](C(=O)NC3=CC(=CC=C3C(F)(F)F)C(F)(F)F)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])NC(=O)C=C[C@]12C
Exemestane,Approved Name,DTXSID5023037,Exemestane,C[C@]12CC[C@H]3[C@@H](CC(=C)C4=CC(=O)C=C[C@]34C)[C@@H]1CCC2=O
FOSINOPRIL SODIUM,Approved Name,DTXSID7046621,Fosinopril sodium,[Na+].CCC(=O)OC(OP(=O)(CCCCC1=CC=CC=C1)CC(=O)N1C[C@@H](C[C@H]1C([O-])=O)C1CCCCC1)C(C)C
SODIUM PHENYLBUTYRATE,Synonym,DTXSID7040948,Sodium 4-phenylbutyrate,[Na+].[O-]C(=O)CCCC1=CC=CC=C1
HYDROCODONE BITARTRATE,Approved Name,DTXSID40162277,Hydrocodone bitartrate,O[C@H]([C@@H](O)C(O)=O)C(O)=O.[H][C@@]12OC3=C(OC)C=CC4=C3[C@@]11CCN(C)[C@H](C4)[C@]1([H])CCC2=O
ENTECAVIR ANHYDROUS,Searched by Synonym: Found 0 results,N/A,N/A,N/A
CILOSTAZOL,Approved Name,DTXSID9045132,Cilostazol,O=C1CCC2=CC(OCCCCC3=NN=NN3C3CCCCC3)=CC=C2N1
OLANZAPINE,Approved Name,DTXSID9023388,Olanzapine,CN1CCN(CC1)C1=NC2=C(NC3=C1C=C(C)S3)C=CC=C2
DISOPYRAMIDE PHOSPHATE,Expert Validated Synonym,DTXSID30944685,2-(1-(Ammoniocarbonyl)-3-(diisopropylammonio)-1-phenylpropyl)pyridinium phosphate,OP(O)(O)=O.CC(C)N(CCC(C(O)=N)(C1=CC=CC=C1)C1=CC=CC=N1)C(C)C
DANAZOL,Approved Name,DTXSID2022880,Danazol,C[C@]12CC[C@H]3[C@@H](CCC4=CC5=C(C[C@]34C)C=NO5)[C@@H]1CC[C@@]2(O)C#C
BENAZEPRIL HYDROCHLORIDE,Approved Name,DTXSID9045922,Benazepril hydrochloride,Cl.CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@H]1CCC2=CC=CC=C2N(CC(O)=O)C1=O
DOXYCYCLINE,Approved Name,DTXSID0037653,Doxycycline,[H][C@@]12[C@@H](C)C3=C(C(O)=CC=C3)C(=O)C1=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@]1([H])[C@H]2O
Ergotamine Tartrate,Expert Validated Synonym,DTXSID3025253,Ergotamine D-tartrate,O[C@H]([C@@H](O)C(O)=O)C(O)=O.CN1C[C@@H](C=C2[C@H]1CC1=CNC3=CC=CC2=C13)C(=O)N[C@]1(C)O[C@@]2(O)[C@@H]3CCCN3C(=O)[C@H](CC3=CC=CC=C3)N2C1=O.CN1C[C@@H](C=C2[C@H]1CC1=CNC3=CC=CC2=C13)C(=O)N[C@]1(C)O[C@@]2(O)[C@@H]3CCCN3C(=O)[C@H](CC3=CC=CC=C3)N2C1=O
AZATHIOPRINE,Approved Name,DTXSID4020119,Azathioprine,CN1C=NC(=C1SC1=NC=NC2=C1NC=N2)[N+]([O-])=O
CHLORHEXIDINE GLUCONATE,Synonym from Valid Source,DTXSID5034519,"D-Gluconic acid, compd with N,N''-bis(4-chlorophenyl)-3,12-diimino-2,4,11,13-tetraazatetradecanediimidamide (2:1)",OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(O)=O.OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(O)=O.ClC1=CC=C(NC(=N)NC(=N)NCCCCCCNC(=N)NC(=N)NC2=CC=C(Cl)C=C2)C=C1
CARBIDOPA,Approved Name,DTXSID4022735,Carbidopa,C[C@@](CC1=CC=C(O)C(O)=C1)(NN)C(O)=O
MONTELUKAST,Approved Name,DTXSID9023334,Montelukast,CC(C)(O)C1=C(CC[C@@H](SCC2(CC(O)=O)CC2)C2=CC(\C=C\C3=NC4=C(C=CC(Cl)=C4)C=C3)=CC=C2)C=CC=C1
CHLORDIAZEPOXIDE HYDROCHLORIDE,Approved Name,DTXSID40880060,Chlordiazepoxide hydrochloride,Cl.CNC1=NC2=CC=C(Cl)C=C2C(C2=CC=CC=C2)=N(=O)C1
MARAVIROC,Approved Name,DTXSID8048949,Maraviroc,CC(C)C1=NN=C(C)N1[C@@H]1C[C@@H]2CC[C@H](C1)N2CC[C@H](NC(=O)C1CCC(F)(F)CC1)C1=CC=CC=C1
IMIPRAMINE PAMOATE,Approved Name,DTXSID80143484,Imipramine pamoate,CN(C)CCCN1C2=CC=CC=C2CCC2=CC=CC=C12.CN(C)CCCN1C2=CC=CC=C2CCC2=CC=CC=C12.OC(=O)C1=CC2=CC=CC=C2C(CC2=C(O)C(=CC3=CC=CC=C23)C(O)=O)=C1O
FLECAINIDE ACETATE,Approved Name,DTXSID8020626,Flecainide acetate,CC(O)=O.FC(F)(F)COC1=CC(C(=O)NCC2CCCCN2)=C(OCC(F)(F)F)C=C1
AMANTADINE HYDROCHLORIDE,Expert Validated Synonym,DTXSID50874031,"1-Adamantanamine, hydrochloride",Cl.NC12CC3CC(CC(C3)C1)C2
ETHACRYNIC ACID,Approved Name,DTXSID3025257,Ethacrynic acid,CCC(=C)C(=O)C1=CC=C(OCC(O)=O)C(Cl)=C1Cl
ELETRIPTAN HYDROBROMIDE,Approved Name,DTXSID001016113,Eletriptan hydrobromide,Br.CN1CCC[C@@H]1CC1=CNC2=CC=C(CCS(=O)(=O)C3=CC=CC=C3)C=C12
HYDROXYZINE PAMOATE,Approved Name,DTXSID00907580,Hydroxyzine pamoate,OCCOCCN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=C(Cl)C=C1.OC(=O)C1=CC2=CC=CC=C2C(CC2=C(O)C(=CC3=C2C=CC=C3)C(O)=O)=C1O
ERYTHROMYCIN STEARATE,Approved Name,DTXSID0020571,Erythromycin stearate,CCCCCCCCCCCCCCCCCC([O-])=O.CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)[NH+](C)C)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O
ISOSORBIDE MONONITRATE,Synonym from Valid Source,DTXSID9023176,Isosorbide 5-mononitrate,[H][C@]12OC[C@@H](O[N+]([O-])=O)[C@@]1([H])OC[C@@H]2O
NABUMETONE,Approved Name,DTXSID4045472,Nabumetone,COC1=CC2=CC=C(CCC(C)=O)C=C2C=C1
SUNITINIB MALATE,Approved Name,DTXSID4046492,Sunitinib malate,O[C@@H](CC(O)=O)C(O)=O.CCN(CC)CCNC(=O)C1=C(C)NC(\C=C2/C(=O)NC3=CC=C(F)C=C23)=C1C
CABERGOLINE,Approved Name,DTXSID6022719,Cabergoline,CCNC(=O)N(CCCN(C)C)C(=O)[C@@H]1C[C@H]2[C@@H](CC3=CNC4=CC=CC2=C34)N(CC=C)C1
RASAGILINE MESYLATE,Approved Name,DTXSID8047848,Rasagiline mesylate,CS(O)(=O)=O.C#CCN[C@@H]1CCC2=CC=CC=C12
ACITRETIN,Approved Name,DTXSID6022553,Acitretin,COC1=C(C)C(C)=C(\C=C\C(\C)=C\C=C\C(\C)=C\C(O)=O)C(C)=C1
OXYBUTYNIN CHLORIDE,Expert Validated Synonym,DTXSID3045356,Oxybutynin hydrochloride,Cl.CCN(CC)CC#CCOC(=O)C(O)(C1CCCCC1)C1=CC=CC=C1
RISPERIDONE,Approved Name,DTXSID8045193,Risperidone,CC1=C(CCN2CCC(CC2)C2=NOC3=C2C=CC(F)=C3)C(=O)N2CCCCC2=N1
DICLOFENAC POTASSIUM,Synonym,DTXSID30165212,Diclofenac potassium [USAN:USP],[K+].[O-]C(=O)CC1=CC=CC=C1NC1=C(Cl)C=CC=C1Cl
RAMIPRIL,Approved Name,DTXSID8023551,Ramipril,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N1[C@H]2CCC[C@H]2C[C@H]1C(O)=O
