Trade Name,Generic/Proper Name(s),Active Ingredient(s),SMILES,DICT _ Concern
lucemyra,lofexidine hydrochloride,lofexidine hydrochloride,Cl.CC(OC1=C(Cl)C=CC=C1Cl)C1=NCCN1,most
hycamtin,topotecan,topotecan hydrochloride,Cl.CC[C@@]1(O)C(=O)OCC2=C1C=C1N(CC3=C1N=C1C=CC(O)=C(CN(C)C)C1=C3)C2=O,no
flavoxate hydrochloride,flavoxate hydrochloride,flavoxate hydrochloride,Cl.CC1=C(OC2=C(C=CC=C2C(=O)OCCN2CCCCC2)C1=O)C1=CC=CC=C1,less
tiagabine hydrochloride,tiagabine,tiagabine hydrochloride,Cl.CC1=C(SC=C1)C(=CCCN1CCC[C@H](C1)C(O)=O)C1=C(C)C=CS1,less
edurant,rilpivirine hydrochloride,rilpivirine hydrochloride,Cl.CC1=CC(\C=C\C#N)=CC(C)=C1NC1=NC(NC2=CC=C(C=C2)C#N)=NC=C1,no
pyridoxine hci,pyridoxine hci,pyridoxine hydrochloride,Cl.CC1=NC=C(CO)C(CO)=C1O,no
midazolam,midazolam hydrochloride,midazolam hydrochloride,Cl.CC1=NC=C2CN=C(C3=CC=CC=C3F)C3=CC(Cl)=CC=C3N12,most
vaprisol dextrose in plastic container,conivaptan hydrochloride,conivaptan hydrochloride,Cl.CC1=NC2=C(CCN(C(=O)C3=CC=C(NC(=O)C4=CC=CC=C4C4=CC=CC=C4)C=C3)C3=CC=CC=C23)N1,less
memantine hydrochloride,memantine hydrochloride,memantine hydrochloride,Cl.CC12CC3CC(C)(C1)CC(N)(C3)C2,less
methadone hydrochloride,methadone hydrochloride,methadone hydrochloride,Cl.CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C1=CC=CC=C1,most
ultiva,remifentanil hydrochloride,remifentanil hydrochloride,Cl.CCC(=O)N(C1=CC=CC=C1)C1(CCN(CCC(=O)OC)CC1)C(=O)OC,less
propoxyphene,propoxyphene hydrochloride,propoxyphene hydrochloride,Cl.CCC(=O)O[C@@](CC1=CC=CC=C1)([C@H](C)CN(C)C)C1=CC=CC=C1,less
lincomycin,lincomycin hydrochloride,lincomycin hydrochloride,Cl.CCC[C@@H]1C[C@H](N(C)C1)C(=O)N[C@H]([C@@H](C)O)[C@H]1O[C@H](SC)[C@H](O)[C@@H](O)[C@H]1O,ambiguous
clindamycin hydrochloride,clindamycin hydrochloride,clindamycin hydrochloride,Cl.CCC[C@@H]1C[C@H](N(C)C1)C(=O)N[C@H]([C@H](C)Cl)[C@H]1O[C@H](SC)[C@H](O)[C@@H](O)[C@H]1O,no
molindone hydrochloride,molindone hydrochloride,molindone hydrochloride,Cl.CCC1=C(C)NC2=C1C(=O)C(CN1CCOCC1)CC2,less
irinotecan hydrochloride,irinotecan hydrochloride,irinotecan hydrochloride,Cl.CCC1=C2CN3C(=CC4=C(COC(=O)[C@]4(O)CC)C3=O)C2=NC2=CC=C(OC(=O)N3CCC(CC3)N3CCCCC3)C=C12,less
alecensa,alectinib hydrochloride,alectinib hydrochloride,Cl.CCC1=CC2=C(C=C1N1CCC(CC1)N1CCOCC1)C(C)(C)C1=C(C3=C(N1)C=C(C=C3)C#N)C2=O,less
pioglitazone,pioglitazone,pioglitazone hydrochloride,Cl.CCC1=CN=C(CCOC2=CC=C(CC3SC(=O)NC3=O)C=C2)C=C1,most
nefazodone hydrochloride,nefazodone hydrochloride,nefazodone hydrochloride,Cl.CCC1=NN(CCCN2CCN(CC2)C2=CC(Cl)=CC=C2)C(=O)N1CCOC1=CC=CC=C1,less
acebutolol hydrochloride,acebutolol hydrochloride,acebutolol hydrochloride,Cl.CCCC(=O)NC1=CC(C(C)=O)=C(OCC(O)CNC(C)C)C=C1,less
amiodarone hydrochloride,amiodarone hydrochloride,amiodarone hydrochloride,Cl.CCCCC1=C(C(=O)C2=CC(I)=C(OCCN(CC)CC)C(I)=C2)C2=C(O1)C=CC=C2,less
gilenya,fingolimod hcl,fingolimod hydrochloride,Cl.CCCCCCCCC1=CC=C(CCC(N)(CO)CO)C=C1,most
clindamycin palmitate hydrochloride,clindamycin palmitate hydrochloride,clindamycin palmitate hydrochloride,Cl.CCCCCCCCCCCCCCCC(=O)O[C@@H]1[C@@H](O)[C@@H](O)[C@H](O[C@@H]1SC)[C@H](NC(=O)[C@@H]1C[C@@H](CCC)CN1C)[C@H](C)Cl,no
cysview,hexaminolevulinate hydrochloride,hexaminolevulinate hydrochloride,Cl.CCCCCCOC(=O)CCC(=O)CN,no
ropinirole hydrochloride,ropinirole hydrochloride,ropinirole hydrochloride,Cl.CCCN(CCC)CCC1=C2CC(=O)NC2=CC=C1,most
citanest plain,prilocaine hydrochloride,prilocaine hydrochloride,Cl.CCCNC(C)C(=O)NC1=CC=CC=C1C,less
propafenone hydrochloride,propafenone hydrochloride,propafenone hydrochloride,Cl.CCCNCC(O)COC1=CC=CC=C1C(=O)CCC1=CC=CC=C1,most
savella,milnacipran hydrochloride,milnacipran hydrochloride; milnacipran hydrochloride,Cl.CCN(CC)C(=O)[C@@]1(C[C@@H]1CN)C1=CC=CC=C1,less
fetzima,levomilnacipran hydrochloride,levomilnacipran hydrochloride; levomilnacipran hydrochloride,Cl.CCN(CC)C(=O)[C@]1(C[C@H]1CN)C1=CC=CC=C1,less
diethylpropion hydrochloride er,diethylpropion hydrochloride er,diethylpropion hydrochloride,Cl.CCN(CC)C(C)C(=O)C1=CC=CC=C1,most
oxybutynin chloride,oxybutynin chloride,oxybutynin chloride,Cl.CCN(CC)CC#CCOC(=O)C(O)(C1CCCCC1)C1=CC=CC=C1,most
flurazepam hydrochloride,flurazepam hydrochloride,flurazepam hydrochloride,Cl.CCN(CC)CCN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C1=CC=CC=C1F,less
metoclopramide,metoclopramide hydrochloride,metoclopramide hydrochloride,Cl.CCN(CC)CCNC(=O)C1=C(OC)C=C(N)C(Cl)=C1,less
procainamide hydrochloride,procainamide hydrochloride,procainamide hydrochloride,Cl.CCN(CC)CCNC(=O)C1=CC=C(N)C=C1,most
dicyclomine hydrochloride,dicyclomine hydrochloride,dicyclomine hydrochloride,Cl.CCN(CC)CCOC(=O)C1(CCCCC1)C1CCCCC1,less
novocaine,procaine hydrochloride,procaine hydrochloride,Cl.CCN(CC)CCOC(=O)C1=CC=C(N)C=C1,less
maxaquin,lomefloxacin hydrochloride,lomefloxacin hydrochloride,Cl.CCN1C=C(C(O)=O)C(=O)C2=C1C(F)=C(N1CCNC(C)C1)C(F)=C2,most
dopram,doxapram hydrochloride,doxapram hydrochloride,Cl.CCN1CC(CCN2CCOCC2)C(C1=O)(C1=CC=CC=C1)C1=CC=CC=C1,most
alfentanil hydrochloride,alfentanil hydrochloride,alfentanil hydrochloride,Cl.CCN1N=NN(CCN2CCC(COC)(CC2)N(C(=O)CC)C2=CC=CC=C2)C1=O,less
moexipril hydrochloride,moexipril hydrochloride,moexipril hydrochloride,Cl.CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N1CC2=C(C[C@H]1C(O)=O)C=C(OC)C(OC)=C2,less
quinapril,quinapril,quinapril hydrochloride,Cl.CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N1CC2=C(C[C@H]1C(O)=O)C=CC=C2,ambiguous
benazepril hydrochloride,benazepril hydrochloride,benazepril hydrochloride,Cl.CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@H]1CCC2=CC=CC=C2N(CC(O)=O)C1=O,less
demerol,meperidine hydrochloride,meperidine hydrochloride,Cl.CCOC(=O)C1(CCN(C)CC1)C1=CC=CC=C1,less
qelbree,viloxazine hydrochloride,viloxazine hydrochloride,Cl.CCOC1=C(OCC2CNCCO2)C=CC=C1,less
tamsulosin hydrochloride,tamsulosin hydrochloride,tamsulosin hydrochloride,Cl.CCOC1=C(OCCN[C@H](C)CC2=CC(=C(OC)C=C2)S(N)(=O)=O)C=CC=C1,ambiguous
xerava,eravacycline,eravacycline dihydrochloride,Cl.Cl.[H][C@@]12CC3=C(C(O)=C(NC(=O)CN4CCCC4)C=C3F)C(=O)C1=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@]1([H])C2,less
ibsrela,tenapanor hydrochloride,tenapanor hydrochloride,Cl.Cl.[H][C@]1(CN(C)CC2=C1C=C(Cl)C=C2Cl)C1=CC(=CC=C1)S(=O)(=O)NCCOCCOCCNC(=O)NCCCCNC(=O)NCCOCCOCCNS(=O)(=O)C1=CC=CC(=C1)[C@]1([H])CN(C)CC2=C1C=C(Cl)C=C2Cl,no
sapropterin dihydrochloride,sapropterin dihydrochloride,sapropterin dihydrochloride,Cl.Cl.C[C@H](O)[C@H](O)[C@H]1CNC2=C(N1)C(=O)N=C(N)N2,less
ethambutol hydrochloride,ethambutol hydrochloride,ethambutol hydrochloride,Cl.Cl.CC[C@@H](CO)NCCN[C@@H](CC)CO,ambiguous
pramipexole dihydrochloride,pramipexole dihydrochloride,pramipexole dihydrochloride,Cl.Cl.CCCN[C@H]1CCC2=C(C1)SC(N)=N2,less
neurolite,bicisate dihydrochloride,bicisate dihydrochloride,Cl.Cl.CCOC(=O)[C@H](CS)NCCN[C@@H](CS)C(=O)OCC,less
trifluoperazine hydrochloride,trifluoperazine hydrochloride,trifluoperazine hydrochloride,Cl.Cl.CN1CCN(CCCN2C3=C(SC4=C2C=C(C=C4)C(F)(F)F)C=CC=C3)CC1,less
orladeyo,berotralstat hydrochloride,berotralstat hydrochloride,Cl.Cl.NCC1=CC(=CC=C1)N1N=C(C=C1C(=O)NC1=CC(=CC=C1F)[C@H](NCC1CC1)C1=CC=CC(=C1)C#N)C(F)(F)F,less
trientine hydrochloride,trientine hydrochloride,trientine hydrochloride,Cl.Cl.NCCNCCNCCN,no
levocetirizine dihydrochloride,levocetirizine dihydrochloride,levocetirizine dihydrochloride,Cl.Cl.OC(=O)COCCN1CCN(CC1)[C@H](C1=CC=CC=C1)C1=CC=C(Cl)C=C1,less
fluphenazine hydrochloride,fluphenazine hydrochloride,fluphenazine hydrochloride,Cl.Cl.OCCN1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(C=C3)C(F)(F)F)CC1,ambiguous
mitoxantrone,mitoxantrone,mitoxantrone hydrochloride,Cl.Cl.OCCNCCNC1=CC=C(NCCNCCO)C2=C1C(=O)C1=C(C(O)=CC=C1O)C2=O,most
hydroxyzine hydrochloride,hydroxyzine hydrochloride,hydroxyzine dihydrochloride,Cl.Cl.OCCOCCN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=C(Cl)C=C1,most
ziprasidone hydrochloride,ziprasidone hcl,ziprasidone hydrochloride,Cl.ClC1=C(CCN2CCN(CC2)C2=NSC3=CC=CC=C23)C=C2CC(=O)NC2=C1,most
tizanidine,tizanidine,tizanidine hydrochloride,Cl.ClC1=C(NC2=NCCN2)C2=NSN=C2C=C1,less
wakix,pitolisant hydrochloride,pitolisant hydrochloride,Cl.ClC1=CC=C(CCCOCCCN2CCCCC2)C=C1,most
trazodone hydrochloride,trazodone hydrochloride,trazodone hydrochloride,Cl.ClC1=CC=CC(=C1)N1CCN(CCCN2N=C3C=CC=CN3C2=O)CC1,most
clonidine hydrochloride,clonidine hydrochloride,clonidine hydrochloride,Cl.ClC1=CC=CC(Cl)=C1NC1=NCCN1,less
ticlopidine hydrochloride,ticlopidine hydrochloride,ticlopidine hydrochloride,Cl.ClC1=CC=CC=C1CN1CCC2=C(C1)C=CS2,no
terramycin,oxytetracycline hydrochloride,oxytetracycline hydrochloride,Cl.CN(C)[C@H]1[C@@H]2[C@@H](O)[C@H]3C(=C(O)[C@]2(O)C(=O)C(C(N)=O)=C1O)C(=O)C1=C(C=CC=C1O)[C@@]3(C)O,ambiguous
minocycline hydrochloride,minocycline hydrochloride,minocycline hydrochloride,Cl.CN(C)[C@H]1[C@@H]2C[C@@H]3CC4=C(C(O)=CC=C4N(C)C)C(=O)C3=C(O)[C@]2(O)C(=O)C(C(N)=O)=C1O,ambiguous
tetracycline hydrochloride,tetracycline hydrochloride,tetracycline hydrochloride,Cl.CN(C)[C@H]1[C@@H]2C[C@H]3C(=C(O)[C@]2(O)C(=O)C(C(N)=O)=C1O)C(=O)C1=C(C=CC=C1O)[C@@]3(C)O,ambiguous
metformin hydrochloride,metformin hydrochloride,metformin hydrochloride,Cl.CN(C)C(=N)NC(N)=N,most
loperamide hydrochloride,loperamide hydrochloride,loperamide hydrochloride,Cl.CN(C)C(=O)C(CCN1CCC(O)(CC1)C1=CC=C(Cl)C=C1)(C1=CC=CC=C1)C1=CC=CC=C1,most
doxepin hydrochloride,doxepin hydrochloride,doxepin hydrochloride,Cl.CN(C)CC\C=C1/C2=C(COC3=C1C=CC=C3)C=CC=C2,less
cyclobenzaprine hydrochloride,cyclobenzaprine hydrochloride,cyclobenzaprine hydrochloride,Cl.CN(C)CCC=C1C2=C(C=CC=C2)C=CC2=C1C=CC=C2,less
amitriptyline hydrochloride,amitriptyline hydrochloride,amitriptyline hydrochloride,Cl.CN(C)CCC=C1C2=C(CCC3=C1C=CC=C3)C=CC=C2,most
clomipramine hydrochloride,clomipramine hydrochloride capsules,clomipramine hydrochloride,Cl.CN(C)CCCN1C2=C(CCC3=C1C=C(Cl)C=C3)C=CC=C2,less
imipramine hydrochloride,imipramine hydrochloride,imipramine hydrochloride,Cl.CN(C)CCCN1C2=C(CCC3=C1C=CC=C3)C=CC=C2,less
chlorpromazine hydrochloride,chlorpromazine hydrochloride,chlorpromazine hydrochloride,Cl.CN(C)CCCN1C2=C(SC3=C1C=C(Cl)C=C3)C=CC=C2,less
diphenhydramine hydrochloride,diphenhydramine hydrochloride,diphenhydramine hydrochloride,Cl.CN(C)CCOC(C1=CC=CC=C1)C1=CC=CC=C1,less
terbinafine,terbinafine hydrochloride,terbinafine hydrochloride,Cl.CN(C\C=C\C#CC(C)(C)C)CC1=CC=CC2=C1C=CC=C2,ambiguous
rezipres,ephedrine hydrochloride,ephedrine hydrochloride,Cl.CN[C@@H](C)[C@H](O)C1=CC=CC=C1,less
methamphetamine hydrochloride,methamphetamine hydrochloride,methamphetamine hydrochloride,Cl.CN[C@@H](C)CC1=CC=CC=C1,most
sertraline,sertraline,sertraline hydrochloride,Cl.CN[C@H]1CC[C@@H](C2=CC(Cl)=C(Cl)C=C2)C2=C1C=CC=C2,most
belrapzo,bendamustine hydrochloride,bendamustine hydrochloride,Cl.CN1C(CCCC(O)=O)=NC2=C1C=CC(=C2)N(CCCl)CCCl,less
ondansetron,ondansetron,ondansetron hydrochloride,Cl.CN1C2=C(C3=CC=CC=C13)C(=O)C(CN1C=CN=C1C)CC2,most
alosetron hydrochloride,alosetron hydrochloride,alosetron hydrochloride,Cl.CN1C2=C(C3=CC=CC=C13)C(=O)N(CC1=C(C)N=CN1)CC2,less
oxymorphone hydrochloride,oxymorphone hydrochloride,oxymorphone hydrochloride,Cl.CN1CC[C@]23[C@H]4OC5=C(O)C=CC(C[C@@H]1[C@]2(O)CCC4=O)=C35,less
kynmobi,apomorphine hydrochloride,apomorphine hydrochloride,Cl.CN1CCC2=CC=CC3=C2[C@H]1CC1=C3C(O)=C(O)C=C1,most
mepivacaine hydrochloride,mepivacaine hydrochloride,mepivacaine hydrochloride,Cl.CN1CCCCC1C(=O)NC1=C(C)C=CC=C1C,ambiguous
iclusig,ponatinib hydrochloride,ponatinib hydrochloride,Cl.CN1CCN(CC2=C(C=C(NC(=O)C3=CC(C#CC4=CN=C5C=CC=NN45)=C(C)C=C3)C=C2)C(F)(F)F)CC1,most
granisetron hydrochloride,granisetron hydrochloride,granisetron hydrochloride,Cl.CN1N=C(C(=O)N[C@@H]2C[C@@H]3CCC[C@H](C2)N3C)C2=C1C=CC=C2,most
ranitidine,ranitidine,ranitidine hydrochloride,Cl.CNC(NCCSCC1=CC=C(CN(C)C)O1)=C[N+]([O-])=O,less
vecamyl,mecamylamine hydrochloride,mecamylamine hydrochloride,Cl.CNC1(C)C2CCC(C2)C1(C)C,less
ketamine hydrochloride,ketamine hydrochloride,ketamine hydrochloride,Cl.CNC1(CCCCC1=O)C1=C(Cl)C=CC=C1,less
chlordiazepoxide hydrochloride,chlordiazepoxide hydrochloride,chlordiazepoxide hydrochloride,Cl.CNC1=NC2=CC=C(Cl)C=C2C(C2=CC=CC=C2)=N(=O)C1,no
atomoxetine hydrochloride,atomoxetine hydrochloride,atomoxetine hydrochloride,Cl.CNCC[C@@H](OC1=C(C)C=CC=C1)C1=CC=CC=C1,most
duloxetine,duloxetine,duloxetine hydrochloride,Cl.CNCC[C@H](OC1=C2C=CC=CC2=CC=C1)C1=CC=CS1,less
fluoxetine,fluoxetine hydrochloride,fluoxetine hydrochloride,Cl.CNCCC(OC1=CC=C(C=C1)C(F)(F)F)C1=CC=CC=C1,most
nortriptyline hydrochloride,nortriptyline hydrochloride,nortriptyline hydrochloride,Cl.CNCCC=C1C2=C(CCC3=C1C=CC=C3)C=CC=C2,most
protriptyline hydrochloride,protriptyline hydrochloride,protriptyline hydrochloride,Cl.CNCCCC1C2=C(C=CC=C2)C=CC2=C1C=CC=C2,less
desipramine hydrochloride,desipramine hydrochloride,desipramine hydrochloride,Cl.CNCCCN1C2=C(CCC3=C1C=CC=C3)C=CC=C2,less
matulane,procarbazine hydrochloride,procarbazine hydrochloride,Cl.CNNCC1=CC=C(C=C1)C(=O)NC(C)C,less
naratriptan,naratriptan,naratriptan hydrochloride,Cl.CNS(=O)(=O)CCC1=CC2=C(NC=C2C2CCN(C)CC2)C=C1,most
methylphenidate hydrochloride,methylphenidate hydrochloride,methylphenidate hydrochloride,Cl.COC(=O)C(C1CCCCN1)C1=CC=CC=C1,most
nicardipine hydrochloride,nicardipine hydrochloride,nicardipine hydrochloride,Cl.COC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OCCN(C)CC1=CC=CC=C1,most
esmolol hydrochloride,esmolol hydrochloride,esmolol hydrochloride,Cl.COC(=O)CCC1=CC=C(OCC(O)CNC(C)C)C=C1,most
corlanor,ivabradine,ivabradine hydrochloride,Cl.COC1=C(OC)C=C2[C@@H](CN(C)CCCN3CCC4=CC(OC)=C(OC)C=C4CC3=O)CC2=C1,most
donepezil hydrochloride,donepezil hydrochloride,donepezil hydrochloride,Cl.COC1=C(OC)C=C2C(=O)C(CC3CCN(CC4=CC=CC=C4)CC3)CC2=C1,less
prazosin hydrochloride,prazosin hydrochloride,prazosin hydrochloride,Cl.COC1=C(OC)C=C2C(N)=NC(=NC2=C1)N1CCN(CC1)C(=O)C1=CC=CO1,less
moxifloxacin hydrochloride,moxifloxacin hydrochloride,moxifloxacin hydrochloride,Cl.COC1=C2N(C=C(C(O)=O)C(=O)C2=CC(F)=C1N1C[C@@H]2CCCN[C@@H]2C1)C1CC1,most
tigan,trimethobenzamide hydrochloride,trimethobenzamide hydrochloride,Cl.COC1=CC(=CC(OC)=C1OC)C(=O)NCC1=CC=C(OCCN(C)C)C=C1,no
primsol,trimethoprim hydrochloride,trimethoprim hydrochloride,Cl.COC1=CC(CC2=CN=C(N)N=C2N)=CC(OC)=C1OC,no
cartia xt,diltiazem hydrochloride,diltiazem hydrochloride,Cl.COC1=CC=C(C=C1)[C@@H]1SC2=C(C=CC=C2)N(CCN(C)C)C(=O)[C@@H]1OC(C)=O,most
venlafaxine hydrochloride,venlafaxine hydrochloride,venlafaxine hydrochloride,Cl.COC1=CC=C(C=C1)C(CN(C)C)C1(O)CCCCC1,less
verapamil hydrochloride,verapamil hydrochloride,verapamil hydrochloride,Cl.COC1=CC=C(CCN(C)CCCC(C#N)(C(C)C)C2=CC=C(OC)C(OC)=C2)C=C1OC,most
midodrine hydrochloride,midodrine hydrochloride,midodrine hydrochloride,Cl.COC1=CC=C(OC)C(=C1)C(O)CNC(=O)CN,most
tramadol hydrochloride,tramadol hydrochloride,tramadol hydrochloride,Cl.COC1=CC=CC(=C1)[C@@]1(O)CCCC[C@@H]1CN(C)C,less
alfuzosin hydrochloride,alfuzosin hydrochloride,alfuzosin hydrochloride,Cl.COC1=CC2=C(C=C1OC)C(N)=NC(=N2)N(C)CCCNC(=O)C1CCCO1,less
terazosin,terazosin,terazosin hydrochloride,Cl.COC1=CC2=NC(=NC(N)=C2C=C1OC)N1CCN(CC1)C(=O)C1CCCO1,less
erlotinib hydrochloride,erlotinib hydrochloride,erlotinib hydrochloride,Cl.COCCOC1=C(OCCOC)C=C2C(NC3=CC=CC(=C3)C#C)=NC=NC2=C1,ambiguous
thioridazine hydrochloride,thioridazine hydrochloride,thioridazine hydrochloride,Cl.CSC1=CC2=C(SC3=C(C=CC=C3)N2CCC2CCCCN2C)C=C1,most
turalio,pexidartinib,pexidartinib hydrochloride,Cl.FC(F)(F)C1=NC=C(CNC2=CC=C(CC3=CNC4=C3C=C(Cl)C=N4)C=N2)C=C1,less
melphalan,melphalan hydrochloride,melphalan hydrochloride,Cl.N[C@@H](CC1=CC=C(C=C1)N(CCCl)CCCl)C(O)=O,ambiguous
r-gene,arginine hydrochloride,arginine hydrochloride,Cl.N[C@@H](CCCNC(N)=N)C(O)=O,no
nouress,cysteine hydrochloride,cysteine hydrochloride,Cl.N[C@@H](CS)C(O)=O,no
onglyza,saxagliptin,saxagliptin hydrochloride,Cl.N[C@H](C(=O)N1[C@H]2C[C@H]2C[C@H]1C#N)C12CC3CC(CC(O)(C3)C1)C2,most
amiloride hydrocloride,amiloride hydrocloride,amiloride hydrochloride,Cl.NC(=N)NC(=O)C1=NC(Cl)=C(N)N=C1N,less
amiloride hydrochloride,amiloride hydrochloride,amiloride hydrochloride anhydrous,Cl.NC(=N)NC(=O)C1=NC(Cl)=C(N)N=C1N,less
guanfacine,guanfacine,guanfacine hydrochloride,Cl.NC(=N)NC(=O)CC1=C(Cl)C=CC=C1Cl,less
gemcitabine,gemcitabine,gemcitabine hydrochloride,Cl.NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](CO)[C@@H](O)C1(F)F,less
amantadine hcl,amantadine hydrochloride,amantadine hydrochloride,Cl.NC12CC3CC(CC(C3)C1)C2,less
dopamine hydrochloride,dopamine hydrochloride,dopamine hydrochloride,Cl.NCCC1=CC=C(O)C(O)=C1,most
hydralazine hydrochloride,hydralazine hydrochloride,hydralazine hydrochloride,Cl.NNC1=NN=CC2=CC=CC=C12,most
buspirone hydrochloride,buspirone hydrochloride,buspirone hydrochloride,Cl.O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(CC1)C1=NC=CC=N1,less
viibryd,vilazodone hydrochloride,vilazodone hydrochloride,Cl.OC(=N)C1=CC2=CC(=CC=C2O1)N1CCN(CCCCC2=CNC3=C2C=C(C=C3)C#N)CC1,less
trihexyphenidyl hydrochloride,trihexyphenidyl hydrochloride,trihexyphenidyl hydrochloride,Cl.OC(CCN1CCCCC1)(C1CCCCC1)C1=CC=CC=C1,less
galafold,migalastat hydrochloride,migalastat hydrochloride,Cl.OC[C@H]1NC[C@H](O)[C@@H](O)[C@H]1O,no
raloxifene hydrochloride,raloxifene hydrochloride,raloxifene hydrochloride,Cl.OC1=CC=C(C=C1)C1=C(C(=O)C2=CC=C(OCCN3CCCCC3)C=C2)C2=CC=C(O)C=C2S1,ambiguous
agrylin,anagrelide hydrochloride,anagrelide hydrochloride anhydrous,Cl.OC1=CN2CC3=C(NC2=N1)C=CC(Cl)=C3Cl,most
indium in 111 chloride,indium in 111 chloride,indium chloride in-111,Cl[111In](Cl)Cl,no
cardiogen-82,rubidium chloride rb-82,rubidium chloride rb-82,Cl[82Rb],most
strontium chloride sr-89,strontium chloride sr-89,strontium chloride sr-89,Cl[89Sr]Cl,no
chromium,chromic chloride,chromic chloride,Cl[Cr](Cl)Cl,no
lysodren,mitotane,mitotane,ClC(Cl)C(C1=CC=C(Cl)C=C1)C1=C(Cl)C=CC=C1,no
tizanidine hydrochloride,tizanidine hydrochloride,tizanidine,ClC1=C(NC2=NCCN2)C2=NSN=C2C=C1,less
xarelto; xarelto,rivaroxaban,rivaroxaban,ClC1=CC=C(S1)C(=O)NC[C@H]1CN(C(=O)O1)C1=CC=C(C=C1)N1CCOCC1=O,no
desloratadine,desloratadine,desloratadine,ClC1=CC=C2C(CCC3=C(N=CC=C3)C2=C2CCNCC2)=C1,no
estazolam,estazolam,estazolam,ClC1=CC=C2N3C=NN=C3CN=C(C3=CC=CC=C3)C2=C1,less
chlorzoxazone,chlorzoxazone,chlorzoxazone,ClC1=CC=C2OC(=O)NC2=C1,no
amoxapine,amoxapine,amoxapine,ClC1=CC=C2OC3=C(C=CC=C3)N=C(N3CCNCC3)C2=C1,less
aripiprazole,aripiprazole,aripiprazole,ClC1=CC=CC(N2CCN(CCCCOC3=CC=C4CCC(=O)NC4=C3)CC2)=C1Cl,less
cyclophosphamide,cyclophosphamide,cyclophosphamide anhydrous,ClCCN(CCCl)P1(=O)NCCCO1,most
cyclophosphamide,cyclophosphamide,cyclophosphamide,ClCCN(CCCl)P1(=O)NCCCO1,most
gleostine,lomustine,lomustine,ClCCN(N=O)C(=O)NC1CCCCC1,no
carmustine,carmustine,carmustine,ClCCNC(=O)N(CCCl)N=O,less
ifosfamide,ifosfamide,ifosfamide,ClCCNP1(=O)OCCCN1CCCl,most
tigecycline,tigecycline,tigecycline,CN(C)[C@H]1[C@@H]2C[C@@H]3CC4=C(C(O)=C(NC(=O)CNC(C)(C)C)C=C4N(C)C)C(=O)C3=C(O)[C@]2(O)C(=O)C(C(N)=O)=C1O,no
vraylar,cariprazine,cariprazine,CN(C)C(=O)N[C@H]1CC[C@H](CCN2CCN(CC2)C2=C(Cl)C(Cl)=CC=C2)CC1,less
gilotrif,afatinib,afatinib,CN(C)C\C=C\C(=O)NC1=C(O[C@H]2CCOC2)C=C2N=CN=C(NC3=CC(Cl)=C(F)C=C3)C2=C1,no
desvenlafaxine,desvenlafaxine,desvenlafaxine,CN(C)CC(C1=CC=C(O)C=C1)C1(O)CCCCC1,less
orgovyx,relugolix,relugolix,CN(C)CC1=C(SC2=C1C(=O)N(C(=O)N2CC3=C(C=CC=C3F)F)C4=NN=C(C=C4)OC)C5=CC=C(C=C5)NC(=O)NOC,most
zolmitriptan,zolmitriptan,zolmitriptan,CN(C)CCC1=CNC2=C1C=C(C[C@H]1COC(=O)N1)C=C2,most
citalopram,citalopram,citalopram,CN(C)CCCC1(OCC2=CC(=CC=C12)C#N)C1=CC=C(F)C=C1,less
imipramine pamoate,imipramine pamoate,imipramine pamoate,CN(C)CCCN1C2=CC=CC=C2CCC2=CC=CC=C12.CN(C)CCCN1C2=CC=CC=C2CCC2=CC=CC=C12.OC(=O)C1=CC2=CC=CC=C2C(CC2=C(O)C(=CC3=CC=CC=C23)C(O)=O)=C1O,less
dacarbazine,dacarbazine,dacarbazine,CN(C)N=NC1=C(NC=N1)C(N)=O,no
amondys 45,casimersen,casimersen,CN(C)P(=O)(N1CCN(CC1)C(=O)OCCOCCOCCO)OC[C@@H]2CNC[C@@H](O2)N3C=CC(=NC3=O)N,no
thiothixene,thiothixene,thiothixene,CN(C)S(=O)(=O)C1=CC2=C(SC3=CC=CC=C3C2=CCCN2CCN(C)CC2)C=C1,less
methotrexate sodium,methotrexate sodium,methotrexate sodium,CN(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-].[Na+].[Na+],less
dofetilide,dofetilide,dofetilide,CN(CCOC1=CC=C(NS(C)(=O)=O)C=C1)CCC1=CC=C(NS(C)(=O)=O)C=C1,most
